ID	Average Intensity	UniProt ID	Description	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore	Gene_Symbol_1	Gene description
ENSG00000115677	300.295501011698	Q00341	high density lipoprotein binding protein	HDLBP	3069	14.01791546	204.761883	13434	173.644025	18753	198.198562	17138	181.929879	16347	13021.00354	1.37E-5	-1.75486566	0.173965264	3.1E-6	-4.663922986	13.20659946	138.137462	9608	104.390982	6841	146.959565	12548	93.870071	9974	13.84028686	13.83521442	13.83006304	13.92699881	13.51484308	13.25974099	13.50736577	13.18116381	NM_001243900,NM_001320965,NM_001320966,NM_001320967,NM_005336,NM_203346	17.60106342	0.046094715	-17.60106342	HDLBP	Vigilin (High density lipoprotein-binding protein)(HDL-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:Q00341]
ENSG00000115806	489.5636055162406	Q9H8Y8	golgi reassembly stacking protein 2	GORASP2	26003	11.34544924	48.417015	1715	62.703281	3595	50.762055	2288	62.904873	2826	2320.781723	0.096482069	-1.276101673	0.185581769	0.058045425	-1.89535471	10.99398854	55.122314	1892	50.864521	1642	54.070952	2405	48.406815	2527	11.07630097	11.42516694	11.10437622	11.42396171	11.1258581	11.0300459	11.09540036	10.991815	NM_001201428,NM_015530	1.818156851	0.193306039	-1.818156851	GORASP2	Golgi reassembly-stacking protein 2 (GRS2)(Golgi reassembly-stacking protein of 55 kDa)(GRASP55)(p59)(Golgi phosphoprotein 6)(GOLPH6) [Source:UniProtKB/Swiss-Prot;Acc:Q9H8Y8]
ENSG00000115866	1509.7133611084046	P14868	aspartyl-tRNA synthetase	DARS	1615	10.38352675	26.5777	936	29.983238	1709	26.71871	1213	32.762139	1464	1841.365202	9.23E-7	1.756775763	0.1553692	1.67E-7	5.232247155	11.19653746	59.735764	2037	57.246271	1837	62.06814	2787	61.480396	3189	10.42418051	10.63586752	10.42737203	10.70645262	11.04520351	10.97808152	11.07900124	11.04432824	NM_001293312,NM_001349	5.623289805	0.144579194	5.623289805	DARS	Aspartyl-tRNA synthetase, cytoplasmic (EC 6.1.1.12)(Aspartate--tRNA ligase)(AspRS)(Cell proliferation-inducing gene 40 protein) [Source:UniProtKB/Swiss-Prot;Acc:P14868]
ENSG00000116120	324.8815934580481	Q9NSD9	phenylalanyl-tRNA synthetase beta subunit	FARSB	10056	9.726979014	14.539367	410	27.763514	1286	15.792873	578	31.222364	1137	1373.994399	0.003112476	2.242364769	0.359475941	0.001191583	3.240887217	10.89219518	45.391737	1257	77.180109	1994	46.565026	1701	73.037603	3043	9.55827059	10.17812063	9.62037719	10.27644619	10.41540943	10.8596759	10.43887116	10.80901187	NM_005687,NR_130154	3.137585304	0.371373541	3.137585304	FARSLB	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)(Phenylalanine--tRNA ligase beta chain)(PheRS) [Source:UniProtKB/Swiss-Prot;Acc:Q9NSD9]
ENSG00000116350	143.38524694850545	Q08170	serine and arginine rich splicing factor 4	SRSF4	6429	10.21925888	36.703369	1036	29.20409	1334	34.578369	1260	30.251236	1083	1164.599582	0.815828275	-1.048135773	0.215980508	0.753493845	-0.314035805	10.15117451	26.674829	729	46.530918	1197	27.860729	1003	44.928185	1868	10.24106191	10.16691116	10.19015137	10.19333337	9.91465873	10.35697174	9.94940297	10.32880481	NM_005626	2.188258395	0.031113497	-2.188258395	SFRS4	Splicing factor, arginine/serine-rich 4 (Pre-mRNA-splicing factor SRP75)(SRP001LB) [Source:UniProtKB/Swiss-Prot;Acc:Q08170]
ENSG00000116489	2623.3582203235856	P52907	capping actin protein of muscle Z-line alpha subunit 1	CAPZA1	829	12.03005015	98.540916	3011	104.532013	5169	101.5653	4007	115.05278	4458	4651.823457	0.203603133	1.224621138	0.197440941	0.138707209	1.480622452	12.32233263	119.359657	3533	174.523071	4859	125.24144	4880	187.70549	8448	11.96921394	12.13776944	11.99459171	12.21635051	12.06925009	12.36938289	12.10907163	12.43750579	NM_006135	2.485199341	0.11760927	2.485199341	CAPZA1	F-actin-capping protein subunit alpha-1 (CapZ alpha-1) [Source:UniProtKB/Swiss-Prot;Acc:P52907]
ENSG00000116560	1932.265030521518	P23246	splicing factor proline and glutamine rich	SFPQ	6421	12.21576943	99.512813	3390	105.985698	5860	113.241642	4952	110.816333	4786	4702.452083	0.90189579	-1.023388163	0.190706296	0.861162658	-0.17489434	12.18243306	103.276856	3381	146.020781	4551	94.965559	4141	151.060353	7509	12.07793	12.25506935	12.18267408	12.28710841	12.04292624	12.31996975	11.9833809	12.34059243	NM_005066,NR_136702,NR_136703	0.359337143	0.092771846	-0.359337143	SFPQ	Splicing factor, proline- and glutamine-rich (Polypyrimidine tract-binding protein-associated-splicing factor)(PTB-associated-splicing factor)(PSF)(DNA-binding p52/p100 complex, 100 kDa subunit)(100 kDa DNA-pairing protein)(hPOMp100) [Source:UniProtKB/Sw
ENSG00000116750	NaN		ubiquitin C-terminal hydrolase L5	UCHL5	51377	9.691966357	9.4373	543	11.809808	1083	10.890104	776	12.56163	906	1084.600666	0.004953385	1.62257248	0.226010182	0.002004207	3.089608252	10.39024806	17.040801	891	25.942229	1275	19.03819	1297	30.116955	2244	9.65005622	9.93318489	9.73009118	9.98436526	10.02126337	10.35987316	10.10668916	10.4401135	NM_001199261,NM_001199262,NM_001199263,NM_001350840,NM_001350841,NM_001350842,NM_001350843,NM_001350844,NM_001350845,NM_001350846,NM_001350847,NM_001350848,NM_001350849,NM_001350850,NM_001350851,NM_001350852,NM_015984,NR_037607,NR_146930,NR_146931	4.366736356	0.159909288	4.366736356	UCHL5	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5)(EC 3.4.19.12)(Ubiquitin thioesterase L5)(Ubiquitin C-terminal hydrolase UCH37) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y5K5]
ENSG00000117133	14.193644470871646	Q9H9Y2	ribosome production factor 1 homolog	RPF1	80135	8.946136239	16.516094	364	18.019012	643	16.28536	464	17.76433	497	645.8771208	0.011433318	1.619103032	0.248318996	0.005116537	2.799603756	9.641180353	23.209156	496	40.296394	809	24.474701	688	43.36298	1407	8.99513422	9.18122195	8.98513416	9.16625793	9.21466457	9.66549156	9.25774271	9.73534316	NM_025065	6.541027195	0.106259169	6.541027195	BXDC5	Ribosome production factor 1 (Ribosome biogenesis protein RPF1)(Brix domain-containing protein 5) [Source:UniProtKB/Swiss-Prot;Acc:Q9H9Y2]
ENSG00000117242	NaN		PINK1 antisense RNA	PINK1-AS	100861548	7.215235215	2.50873	125	1.546892	125	2.87253	184	2.359532	149	137.8040496	0.555631925	-1.170630236	0.311620285	0.465777405	-0.729366661	6.988841142	3.006908	145	1.742059	79	2.949927	187	1.470638	108	7.16319214	6.89369609	7.27330445	7.22607235	7.25358371	6.79624538	7.236159	6.67441892	NR_046507	1.334205653	0.16968454	-1.334205653	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit Precursor (Oligosaccharyl transferase 48 kDa subunit)(DDOST 48 kDa subunit)(EC 2.4.1.119) [Source:UniProtKB/Swiss-Prot;Acc:P39656]
ENSG00000118680	7052.296874662112	O14950	myosin light chain 12B	MYL12B	103910	12.44743983	296.391898	3327	455.902629	8279	296.597807	4298	459.616917	6540	5210.646291	0.486875488	-1.155028613	0.244448313	0.394989643	-0.850603504	12.23957233	365.192527	3971	418.255489	4278	368.633394	5276	404.4196	6687	12.11837844	12.61288649	12.11926414	12.6161296	12.23263577	12.3196161	12.23962875	12.29354946	NM_001144944,NM_001144945,NM_033546	0.726331554	0.286188172	-0.726331554	AP005329.2	Myosin regulatory light chain MRLC2 (Myosin regulatory light chain 2-B, smooth muscle isoform)(MLC-2A)(MLC-2)(SHUJUN-1) [Source:UniProtKB/Swiss-Prot;Acc:O14950]
ENSG00000119396	1740.1707491772115	P61106	RAB14,member RAS oncogene family	RAB14	51552	11.34328643	42.763744	2081	39.329056	3097	41.806034	2627	40.659676	2509	2409.185243	0.006889718	-1.170003201	0.076092194	0.002912586	-2.976816195	11.11646685	39.112526	1844	42.363083	1878	39.907166	2476	43.421257	3112	11.26998459	11.32042645	11.25109222	11.34545116	11.13363866	11.17235873	11.14940758	11.19597555	NM_016322	5.188420535	0.043716499	-5.188420535	RAB14	Ras-related protein Rab-14  [Source:UniProtKB/Swiss-Prot;Acc:P61106]
ENSG00000119705	971.4109467525982	Q9GZT3	SRA stem-loop interacting RNA binding protein	SLIRP	81892	8.692700504	48.87822	223	86.985121	641	56.349483	332	81.895229	477	616.2305908	0.011763349	1.97811414	0.352829965	0.005283272	2.789234962	9.67716783	107.464638	477	208.224907	863	109.498155	638	226.138906	1518	8.56183701	9.12176263	8.66533129	9.07476862	9.12526327	9.67457829	9.13789036	9.75630009	NM_001267863,NM_001267864,NM_031210,NR_052025	3.470683376	0.283652301	3.470683376	C14orf156	SRA stem-loop-interacting RNA-binding protein, mitochondrial Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9GZT3]
ENSG00000119801	14.342861630129953	P62699	yippee like 5	YPEL5	51646	10.45280371	51.829286	1308	33.254306	1359	53.171635	1731	35.146221	1125	1029.466147	0.018135059	-2.132192205	0.415640777	0.008586815	-2.62808068	9.360596876	34.649305	852	11.793739	272	33.979355	1112	12.02442	449	10.32582653	10.05381341	10.34933028	10.09850522	9.9076552	9.04799044	9.89949358	9.06257171	NM_001127399,NM_001127400,NM_001127401,NM_016061	7.169925203	0.152331691	-7.169925203	YPEL5	Protein yippee-like 5  [Source:UniProtKB/Swiss-Prot;Acc:P62699]
ENSG00000119844	0.5219858347964255	Q6ULP2-5	aftiphilin	AFTPH	54812	9.353812333	13.478557	608	9.000728	657	13.689597	798	9.073582	519	664.8925801	0.854057423	1.031593605	0.178577972	0.80159044	0.25128931	9.399776514	15.726227	691	14.088487	580	12.786253	735	11.275033	751	9.45844154	9.23840495	9.4730919	9.24144689	9.53459391	9.40804626	9.35138569	9.22536035	NM_001002243,NM_017657,NM_203437	0.352128908	0.130532257	0.352128908	AFTPH	Aftiphilin  [Source:UniProtKB/Swiss-Prot;Acc:Q6ULP2]
ENSG00000120533	NaN		ENY2,transcription and export complex 2 subunit	ENY2	56943	10.13731946	29.18391	947	27.931879	1466	28.91207	1212	21.210336	878	1000.943813	0.204572426	-1.286284479	0.24579109	0.139483457	-1.477717317	9.774179757	17.795874	565	31.776949	948	17.101705	713	30.332417	1461	10.06976683	10.15585741	10.06263863	9.9187183	9.60711657	10.06042452	9.57295475	10.02174756	NM_001193557,NM_020189,NR_036471,NR_036472	3.694817619	0.098283526	-3.694817619	ENY2	Enhancer of yellow 2 transcription factor homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9NPA8]
ENSG00000120685	NaN		proline and serine rich 1	PROSER1	80209	9.283521092	7.874676	454	7.930064	740	8.652924	644	8.782426	642	753.4340473	1.52E-5	1.417283577	0.108421503	3.48E-6	4.640485822	9.787382176	13.605426	760	13.985024	735	14.007136	1030	13.7181	1165	9.28788989	9.4089261	9.36410572	9.49000011	9.68612074	9.6812122	9.7108634	9.66693943	NM_025138	5.960925713	0.084527321	5.960925713	C13orf23	Uncharacterized protein KIAA2032  [Source:UniProtKB/Swiss-Prot;Acc:Q86XN7]
ENSG00000120690	NaN		E74 like ETS transcription factor 1	ELF1	1997	10.4575777	27.878988	1119	23.807768	1607	27.661995	1490	25.746132	1362	1005.081503	1.31E-9	-2.328922439	0.190671739	1.59E-10	-6.396661624	9.238335897	15.15499	613	10.846673	413	15.762738	839	10.894777	633	10.18903794	10.20971192	10.21754714	10.27689804	9.63883325	9.35268623	9.66960147	9.31456216	NM_001145353,NM_172373	32.33873551	0.03770221	-32.33873551	ELF1	ETS-related transcription factor Elf-1 (E74-like factor 1) [Source:UniProtKB/Swiss-Prot;Acc:P32519]
ENSG00000120699	141.09719948547794	Q96B26	exosome component 8	EXOSC8	11340	7.88341415	9.613364	152	13.082471	334	9.169417	187	13.620554	272	337.6882083	0.005992632	1.859688781	0.295904956	0.002487756	3.024826683	8.778899278	18.37812	281	32.560013	467	18.344492	369	31.756727	737	7.87800766	8.22729504	7.84177101	8.25539868	8.33260028	8.80237355	8.32978346	8.78418276	NM_181503	4.051439458	0.221028881	4.051439458	EXOSC8	Exosome complex exonuclease RRP43 (EC 3.1.13.-)(Ribosomal RNA-processing protein 43)(Exosome component 8)(p9)(Opa-interacting protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q96B26]
ENSG00000122026	4617.617629781827	P46778	ribosomal protein L21	RPL21	6144	6.949485731	20.601011	130	4.891819	50	22.430643	183	13.950247	112	111.0509512	0.665111028	-1.25622118	0.598596206	0.582476837	-0.549770438	6.622141419	31.176954	191	6.61199	39	11.116964	90	6.613592	62	6.99713182	6.01816129	7.07458919	6.78662921	7.30507865	6.07406335	6.44271879	6.05781023	NM_000982	0.677885265	0.482890437	-0.677885265	RPL21	60S ribosomal protein L21  [Source:UniProtKB/Swiss-Prot;Acc:P46778]
ENSG00000122203	10.044144101663054	Q96A73-2	KIAA1191	KIAA1191	57179	10.88123677	57.754197	1649	42.947495	2000	57.753492	2136	45.777408	1668	1746.636078	0.029792611	-1.17318832	0.094839258	0.015109713	-2.429738672	10.6502544	51.135783	1433	47.216494	1262	51.046187	1898	49.960507	2130	10.88238939	10.75640785	10.88571835	10.80596369	10.72775527	10.6446421	10.73213675	10.68311747	NM_001079684,NM_001079685,NM_001287335,NM_001287336,NM_020444,NR_109796,NR_109797,NR_109798,NR_109799,NR_109800	3.680590452	0.062756879	-3.680590452	KIAA1191	UPF0498 protein KIAA1191  [Source:UniProtKB/Swiss-Prot;Acc:Q96A73]
ENSG00000122705	1550.8346198589406	P09496-2	clathrin light chain A	CLTA	1211	10.67093188	107.311546	1342	96.837818	1986	107.324218	1731	89.367494	1430	2112.778339	2.97E-19	1.590988412	0.072044372	1.42E-20	9.298760079	11.34165516	178.291528	2187	198.885087	2285	176.621476	2852	188.833977	3494	10.81059744	10.85385619	10.81018223	10.78096067	11.1929662	11.25673898	11.18384987	11.21004814	NM_001076677,NM_001184760,NM_001184761,NM_001184762,NM_001311203,NM_001311204,NM_001311205,NM_001311206,NM_001833,NM_007096,NR_132349	22.33171277	0.030034565	22.33171277	CLTA	Clathrin light chain A (Lca) [Source:UniProtKB/Swiss-Prot;Acc:P09496]
ENSG00000123240	51.09968698210096	Q96CV9,Q96CV9-2	optineurin	OPTN	10133	10.8053753	44.080113	1665	31.515993	1925	41.278811	2023	30.331552	1453	1872.713482	0.799889632	1.092911123	0.37774673	0.734370546	0.33931752	10.93360525	68.924065	2529	26.125876	898	64.504895	3127	25.400653	1418	10.90386002	10.73723327	10.85163579	10.70199752	11.24303562	10.38479792	11.18488843	10.36879181	NM_001008211,NM_001008212,NM_001008213,NM_021980	1.351903844	0.094851384	1.351903844	OPTN	Optineurin (Optic neuropathy-inducing protein)(E3-14.7K-interacting protein)(FIP-2)(Huntingtin-interacting protein L)(Huntingtin yeast partner L)(NEMO-related protein)(Transcription factor IIIA-interacting protein)(TFIIIA-IntP) [Source:UniProtKB/Swiss-Pr
ENSG00000123545	17.10571781470594	Q9P032	NADH:ubiquinone oxidoreductase complex assembly factor 4	NDUFAF4	29078	7.16490785	2.510448	68	4.411155	192	3.15871	110	5.971442	204	219.9493586	0.012541308	2.065172146	0.378237803	0.005672265	2.766148801	8.211394946	6.534244	171	12.723769	312	7.489686	257	13.167686	522	6.98436055	7.48929587	7.13523902	7.73422511	7.63777017	8.18372489	7.74733367	8.21942777	NM_014165	3.081290495	0.339626237	3.081290495	C6orf66	Protein HRPAP20 (Hormone-regulated proliferation-associated protein of 20 kDa) [Source:UniProtKB/Swiss-Prot;Acc:Q9P032]
ENSG00000124380	51.23035926857075	Q8WVK2	small nuclear ribonucleoprotein U4/U6.U5 subunit 27	SNRNP27	11017	9.175391741	28.265231	446	27.659497	713	28.219713	577	28.103372	565	550.3757811	0.497626326	-1.10612313	0.174962649	0.405592643	-0.831674597	9.029466167	24.380516	371	35.177843	503	24.855823	497	36.13016	835	9.08263951	9.19336159	9.0847819	9.1990885	8.89820509	9.17485572	8.91134728	9.20055177	NM_006857,NR_037862	2.244728114	0.065008129	-2.244728114	SNRNP27	U4/U6.U5 tri-snRNP-associated protein 3 (U4/U6.U5 tri-snRNP-associated 27 kDa protein)(27K)(Nucleic acid-binding protein RY-1) [Source:UniProtKB/Swiss-Prot;Acc:Q8WVK2]
ENSG00000124702	NaN		kelch domain containing 3	KLHDC3	116138	9.222893136	19.007339	428	20.497657	744	22.413395	652	19.854643	567	1201.987237	6.65E-46	3.01803463	0.109755053	9.09E-48	14.51969019	10.81892866	74.573753	1627	77.542221	1591	67.697617	1944	69.819992	2316	9.48322561	9.64353404	9.60698482	9.61897088	10.56832321	10.57337443	10.47825524	10.47982122	NM_057161,NR_040101	22.28990237	0.071603522	22.28990237	KLHDC3	Kelch domain-containing protein 3 (Protein Peas)(Testis intracellular mediator protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9BQ90]
ENSG00000125952	44.6888128849475	P61244-2	MYC associated factor X	MAX	4149	10.27577877	48.231131	1082	40.670233	1482	48.116186	1394	34.628343	975	1279.345312	0.628246296	1.063440061	0.145726751	0.54256479	0.608939125	10.36521536	61.611241	1318	50.067751	1021	55.249224	1580	47.724837	1523	10.33769163	10.31662457	10.33632904	10.16664283	10.473883	10.27832649	10.39200367	10.21352435	NM_001271068,NM_001271069,NM_001320415,NM_002382,NM_145112,NM_145113,NM_145114,NM_197957,NR_073137,NR_073138	1.086045862	0.082350657	1.086045862	MAX	Protein max (Myc-associated factor X) [Source:UniProtKB/Swiss-Prot;Acc:P61244]
ENSG00000126067	1000.1430227774242	P49721	proteasome subunit beta 2	PSMB2	5690	9.982640815	10.421664	543	12.96725	1057	12.74131	844	23.988205	1543	1523.19918	0.025961434	2.010903905	0.405388757	0.012914527	2.486117643	10.99056193	24.5829	1225	61.104614	2774	21.260733	1397	39.277183	2921	9.83140819	10.08069056	9.97094409	10.59895816	10.45033849	11.22293636	10.32763342	10.82318484	NM_001199779,NM_001199780,NM_002794	3.009734349	0.334887069	3.009734349	PSMB2	Proteasome subunit beta type-2 (EC 3.4.25.1)(Proteasome component C7-I)(Macropain subunit C7-I)(Multicatalytic endopeptidase complex subunit C7-I) [Source:UniProtKB/Swiss-Prot;Acc:P49721]
ENSG00000126214	254.77207138302413	Q07866-3,Q07866-6	kinesin light chain 1	KLC1	3831	10.35561115	33.061714	914	38.899467	1745	34.136178	1231	38.679481	1351	1224.428751	0.282312671	-1.150922602	0.159698259	0.204142566	-1.269837371	10.15307234	33.686737	900	42.211354	1031	33.786916	1175	41.409416	1671	10.16703857	10.43045674	10.20289645	10.41603306	10.1214106	10.25880108	10.11376796	10.26371816	NM_001130107,NM_005552,NM_182923	1.462675563	0.138471453	-1.462675563	KLC1	Kinesin light chain 1 (KLC 1) [Source:UniProtKB/Swiss-Prot;Acc:Q07866]
ENSG00000127184	211.0762167007212	P15954	cytochrome c oxidase subunit 7C	COX7C	1350	10.09004085	198.891327	903	167.742355	1232	216.131729	1267	161.638809	931	1178.35525	0.130878366	1.161847731	0.124647677	0.082517547	1.73626184	10.30693271	273.672882	1204	232.524063	962	271.221039	1570	228.370804	1527	10.13520974	10.11124633	10.20607424	10.07747169	10.34774759	10.17868473	10.33875856	10.16587321	NM_001867	3.981992732	0.054468171	3.981992732	COX7	Cytochrome c oxidase subunit 7C, mitochondrial Precursor (Cytochrome c oxidase polypeptide VIIc) [Source:UniProtKB/Swiss-Prot;Acc:P15954]
ENSG00000127483	411.2691389388074	Q5SSJ5	heterochromatin protein 1 binding protein 3	HP1BP3	50809	11.9354101	70.840729	3097	65.564468	4639	72.984688	4121	66.951958	3712	3100.767491	3.44E-11	-1.714165235	0.111697296	3.38E-12	-6.960832649	11.15789622	42.24548	1790	52.962029	2110	41.707661	2326	52.000652	3350	11.74488893	11.80266211	11.77219175	11.81737942	11.2481651	11.40504416	11.23696774	11.39265125	NM_016287	24.06631004	0.03230715	-24.06631004	HP1BP3	Heterochromatin protein 1-binding protein 3 (Protein HP1-BP74) [Source:UniProtKB/Swiss-Prot;Acc:Q5SSJ5]
ENSG00000129103	394.26019008472696	Q8NBJ7	sulfatase modifying factor 2	SUMF2	25870	10.51527932	57.007468	1300	44.208619	1630	55.408496	1625	42.91845	1238	1615.295825	0.127759178	1.207317799	0.15536799	0.080216651	1.749430394	10.78710128	79.729326	1763	60.08825	1250	77.740633	2265	61.36504	2058	10.62925046	10.53392372	10.60221924	10.50427159	10.8599014	10.58603529	10.83751247	10.60414034	NM_001042469,NM_001042470,NM_001130069,NM_001146333,NM_015411	4.674623537	0.058148417	4.674623537	SUMF2	Sulfatase-modifying factor 2 Precursor (C-alpha-formylglycine-generating enzyme 2) [Source:UniProtKB/Swiss-Prot;Acc:Q8NBJ7]
ENSG00000129625	416.04624424141923	Q00765	receptor accessory protein 5	REEP5	7905	11.45001195	66.711761	2318	56.492844	3177	63.626904	2855	61.672367	2718	2273.244285	2.63E-21	-1.599163118	0.069081584	1.08E-22	-9.804597127	10.77216192	44.812683	1509	45.683613	1447	44.603409	1977	46.558598	2383	11.32018537	11.29892965	11.2789696	11.37317479	10.91952367	10.90798908	10.91478859	10.92566812	NM_005669	16.71125333	0.040562489	-16.71125333	REEP5	Receptor expression-enhancing protein 5 (Polyposis locus protein 1)(TB2 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q00765]
ENSG00000129636	NaN		integrin alpha FG-GAP repeat containing 1	ITFG1	81533	10.43131613	26.758561	1014	26.217371	1608	31.372485	1535	28.24084	1346	1141.747385	0.003162203	-1.53005276	0.189632004	0.001213692	-3.235642657	9.818052414	26.710878	975	16.604989	574	23.645481	1135	19.070208	1065	10.20258384	10.30916616	10.3426245	10.36365139	10.13479186	9.72522917	10.03000229	9.83584716	NM_001305002,NM_030790	8.570330569	0.0715566	-8.570330569	ITFG1	T-cell immunomodulatory protein Precursor (Protein TIP)(Integrin-alpha FG-GAP repeat-containing protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q8TB96]
ENSG00000130311	50.933020264187284	Q9BW61	DET1 and DDB1 associated 1	DDA1	79016	9.400676769	11.652655	530	11.200598	824	10.900296	640	11.932257	688	855.4309016	1.42E-5	1.530845138	0.13194568	3.23E-6	4.65591859	10.01535478	19.248791	848	23.320171	966	17.997608	1044	21.707062	1454	9.48819987	9.57123017	9.43486447	9.62020281	9.8500423	9.98991105	9.79114242	9.92927059	NM_024050	7.412950009	0.082919487	7.412950009	DDA1	DET1- and DDB1-associated protein 1 (Placenta cross-immune reaction antigen 1)(PCIA-1) [Source:UniProtKB/Swiss-Prot;Acc:Q9BW61]
ENSG00000130706	408.4433752136757	Q16186	adhesion regulating molecule 1	ADRM1	11047	10.11411989	46.733751	762	60.212068	1587	43.420074	916	57.092819	1175	1697.627005	0.003452085	2.063363234	0.32580394	0.001339202	3.207443764	11.15921786	84.334575	1330	178.957836	2648	78.877307	1641	167.656341	4030	10.17594278	10.49272096	10.1215877	10.44194113	10.5965779	11.24104287	10.54080281	11.18769049	NM_001281437,NM_001281438,NM_007002,NM_175573	5.606323203	0.186414149	5.606323203	ADRM1	Protein ADRM1 (Adhesion-regulating molecule 1)(110 kDa cell membrane glycoprotein)(Gp110)(Proteasome regulatory particle non-ATPase 13)(hRpn13) [Source:UniProtKB/Swiss-Prot;Acc:Q16186]
ENSG00000131018	NaN		spectrin repeat containing nuclear envelope protein 1	SYNE1	23345	8.390355507	1.030435	319	0.681973	342	1.085682	434	0.592945	233	195.7788437	6.11E-6	-5.984615656	0.533164984	1.29E-6	-4.841388075	5.807723329	0.225505	68	0.037487	11	0.289234	115	0.085907	41	8.02738146	7.77533411	8.07953852	7.64210288	6.68846889	5.77704924	6.87036957	6.09430276	NM_001347701,NM_001347702,NM_033071,NM_182961	12.45059413	0.207430437	-12.45059413	SYNE1	Nesprin-1 (Nuclear envelope spectrin repeat protein 1)(Synaptic nuclear envelope protein 1)(Syne-1)(Myocyte nuclear envelope protein 1)(Myne-1)(Enaptin) [Source:UniProtKB/Swiss-Prot;Acc:Q8NF91]
ENSG00000132155	11.984172105543447	P04049	Raf-1 proto-oncogene,serine/threonine kinase	RAF1	5894	10.29965378	28.441586	1039	23.509195	1390	30.505764	1439	24.438406	1132	1370.006222	0.055776156	1.174271726	0.10739045	0.030915024	2.158164765	10.53101399	32.88987	1164	39.540855	1316	33.387932	1555	40.61676	2185	10.34421931	10.30397295	10.40395143	10.33236897	10.40674276	10.53627766	10.4184752	10.56229604	NM_002880	5.497393925	0.042085434	5.497393925	RAF1	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1)(C-RAF)(cRaf)(Raf-1) [Source:UniProtKB/Swiss-Prot;Acc:P04049]
ENSG00000132341	10696.01408743921	P62826	RAN,member RAS oncogene family	RAN	5901	11.67515614	64.070404	1819	105.364838	4841	67.887398	2489	111.088223	4000	4308.315601	0.038699783	1.63485953	0.30567625	0.02034127	2.319992744	12.38436478	130.805224	3599	204.89446	5302	133.314537	4828	212.950347	8906	11.49467237	12.01330422	11.5392617	12.05523136	12.01604022	12.38488402	12.03149525	12.42297677	NM_001300796,NM_001300797,NM_006325	2.366338782	0.299707145	2.366338782	RAN	GTP-binding nuclear protein Ran (GTPase Ran)(Ras-related nuclear protein)(Ras-like protein TC4)(Androgen receptor-associated protein 24) [Source:UniProtKB/Swiss-Prot;Acc:P62826]
ENSG00000132475	NaN		H3 histone family member 3B	H3F3B	3021	12.14545921	103.459015	3301	111.897789	5777	107.076958	4411	113.351257	4586	3782.55664	0.034705348	-1.492932196	0.244408698	0.018005769	-2.365499468	11.56729003	63.010052	1948	110.469986	3212	61.414021	2499	109.884636	5164	11.91250236	12.10732562	11.94293256	12.11494793	11.44352226	11.87863025	11.42257003	11.87662921	NM_005324	5.420228073	0.106668792	-5.420228073	H3F3B	Histone H3.3  [Source:UniProtKB/Swiss-Prot;Acc:P84243]
ENSG00000132676	97.0100593919556	P51398-2	death associated protein 3	DAP3	7818	10.53882636	50.530984	1178	51.069675	1900	47.485516	1414	48.522396	1429	1597.322038	0.267271653	1.147401886	0.151715972	0.19103812	1.307514246	10.73723629	55.960585	1257	79.448535	1642	58.585787	1719	75.999209	2545	10.54076937	10.65823094	10.48094197	10.61937005	10.56192682	10.81539041	10.59321929	10.78157167	NM_001199849,NM_001199850,NM_001199851,NM_004632,NM_033657	2.498763787	0.079403236	2.498763787	DAP3	28S ribosomal protein S29, mitochondrial (S29mt)(MRP-S29)(Death-associated protein 3)(DAP-3)(Ionizing radiation resistance conferring protein) [Source:UniProtKB/Swiss-Prot;Acc:P51398]
