Attr bn phenotype phenotype2
is_000742 197 attr_197 Apoptosis Other
is_000743 234 attr_234 Other Other
is_000744 174 attr_174 Apoptosis Other
is_000745 202 attr_202 Apoptosis Other
is_000746 100 attr_100 Other Other
is_000747 608 attr_608 Other Other
is_000748 19 attr_19 Apoptosis Other
is_000749 167 attr_167 Apoptosis Other
is_000750 220 attr_220 Other Other
is_000751 78 attr_78 Apoptosis Other
is_000752 11 attr_11 Apoptosis Other
is_000753 73 attr_73 Other Other
is_000754 16 attr_16 Apoptosis Other
is_000755 296 attr_296 Apoptosis Other
is_000756 85 attr_85 Other Other
is_000757 162 attr_162 Leukemia Other
is_000758 227 attr_227 Other Other
is_000759 203 attr_203 Leukemia Other
is_000760 1 attr_1 Leukemia Other
is_000761 235 attr_235 Other Other
is_000762 701 attr_701 Other Other
is_000763 216 attr_216 Other Other
is_000764 5 attr_5 Apoptosis Other
is_000765 197 attr_197 Apoptosis Other
is_000766 242 attr_242 Other Other
is_000767 297 attr_297 Other Other
is_000768 209 attr_209 Apoptosis Other
is_000769 75 attr_75 Other Other
is_000770 183 attr_183 Other Other
is_000771 279 attr_279 Other Other
is_000772 266 attr_266 Other Other
is_000773 209 attr_209 Apoptosis Other
is_000774 699 attr_699 Other Other
is_000775 714 attr_714 Other Other
is_000776 197 attr_197 Apoptosis Other
is_000777 7 attr_7 Apoptosis Other
is_000778 99 attr_99 Other Other
is_000779 227 attr_227 Other Other
is_000780 299 attr_299 Other Other
is_000781 76 attr_76 Apoptosis Other
is_000782 167 attr_167 Apoptosis Other
is_000783 284 attr_284 Leukemia Leukemia
is_000784 22 attr_22 Other Other
is_000785 19 attr_19 Apoptosis Other
is_000786 216 attr_216 Other Other
is_000787 183 attr_183 Other Other
is_000788 151 attr_151 Other Other
is_000789 197 attr_197 Apoptosis Other
is_000790 590 attr_590 Other Other
is_000791 174 attr_174 Apoptosis Other
is_000792 18 attr_18 Apoptosis Other
is_000793 189 attr_189 Other Other
is_000794 181 attr_181 Apoptosis Other
is_000795 166 attr_166 Apoptosis Other
is_000796 16 attr_16 Apoptosis Other
is_000797 183 attr_183 Other Other
is_000798 301 attr_301 Apoptosis Other
is_000799 9 attr_9 Other Other
is_000800 13 attr_13 Leukemia Other
is_000801 76 attr_76 Apoptosis Other
is_000802 23 attr_23 Other Other
is_000803 188 attr_188 Other Other
is_000804 184 attr_184 Apoptosis Other
is_000805 155 attr_155 Other Other
is_000806 195 attr_195 Apoptosis Apoptosis
is_000807 30 attr_30 Apoptosis Other
is_000808 167 attr_167 Apoptosis Other
is_000809 240 attr_240 Other Other
is_000810 197 attr_197 Apoptosis Other
is_000811 7 attr_7 Apoptosis Other
is_000812 240 attr_240 Other Other
is_000813 183 attr_183 Other Other
is_000814 189 attr_189 Other Other
is_000815 5 attr_5 Apoptosis Other
is_000816 23 attr_23 Other Other
is_000817 170 attr_170 Other Other
is_000818 221 attr_221 Other Other
is_000819 218 attr_218 Apoptosis Other
is_000820 235 attr_235 Other Other
is_000821 4 attr_4 Apoptosis Other
is_000822 152 attr_152 Other Other
is_000823 18 attr_18 Apoptosis Other
is_000824 262 attr_262 Apoptosis Other
is_000825 184 attr_184 Apoptosis Other
is_000826 197 attr_197 Apoptosis Other
is_000827 218 attr_218 Apoptosis Other
is_000828 87 attr_87 Other Other
is_000829 1 attr_1 Leukemia Other
is_000830 209 attr_209 Apoptosis Other
is_000831 1 attr_1 Leukemia Other
is_000832 13 attr_13 Leukemia Other
is_000833 22 attr_22 Other Other
is_000834 155 attr_155 Other Other
is_000835 92 attr_92 Apoptosis Other
is_000836 179 attr_179 Other Other
is_000837 18 attr_18 Apoptosis Other
is_000838 156 attr_156 Other Other
is_000839 160 attr_160 Leukemia Other
is_000840 170 attr_170 Other Other
is_000841 170 attr_170 Other Other
is_000842 16 attr_16 Apoptosis Other
is_000843 706 attr_706 Other Other
is_000844 168 attr_168 Other Other
is_000845 195 attr_195 Apoptosis Apoptosis
is_000846 200 attr_200 Other Other
is_000847 2 attr_2 Apoptosis Other
is_000848 228 attr_228 Apoptosis Other
is_000849 166 attr_166 Apoptosis Other
is_000850 304 attr_304 Other Other
is_000851 86 attr_86 Other Other
is_000852 102 attr_102 Other Other
is_000853 156 attr_156 Other Other
is_000854 195 attr_195 Apoptosis Apoptosis
is_000855 590 attr_590 Other Other
is_000856 161 attr_161 Apoptosis Other
is_000857 17 attr_17 Other Other
is_000858 86 attr_86 Other Other
is_000859 169 attr_169 Leukemia Other
is_000860 232 attr_232 Apoptosis Other
is_000861 24 attr_24 Other Other
is_000862 9 attr_9 Other Other
is_000863 160 attr_160 Leukemia Other
is_000864 299 attr_299 Other Other
is_000865 30 attr_30 Apoptosis Other
is_000866 156 attr_156 Other Other
is_000867 16 attr_16 Apoptosis Other
is_000868 195 attr_195 Apoptosis Apoptosis
is_000869 184 attr_184 Apoptosis Other
is_000870 166 attr_166 Apoptosis Other
is_000871 305 attr_305 Other Other
is_000872 8 attr_8 Leukemia Other
is_000873 19 attr_19 Apoptosis Other
is_000874 166 attr_166 Apoptosis Other
is_000875 21 attr_21 Other Other
is_000876 227 attr_227 Other Other
is_000877 224 attr_224 Apoptosis Other
is_000878 31 attr_31 Apoptosis Other
is_000879 93 attr_93 Other Other
is_000880 697 attr_697 Other Other
is_000881 232 attr_232 Apoptosis Other
is_000882 8 attr_8 Leukemia Other
is_000883 185 attr_185 Other Other
is_000884 209 attr_209 Apoptosis Other
is_000885 197 attr_197 Apoptosis Other
is_000886 228 attr_228 Apoptosis Other
is_000887 197 attr_197 Apoptosis Other
is_000888 185 attr_185 Other Other
is_000889 11 attr_11 Apoptosis Other
is_000890 278 attr_278 Other Other
is_000891 202 attr_202 Apoptosis Other
is_000892 14 attr_14 Other Other
is_000893 184 attr_184 Apoptosis Other
is_000894 205 attr_205 Other Other
is_000895 155 attr_155 Other Other
is_000896 15 attr_15 Other Other
is_000897 168 attr_168 Other Other
is_000898 179 attr_179 Other Other
is_000899 216 attr_216 Other Other
is_000900 228 attr_228 Apoptosis Other
is_000901 23 attr_23 Other Other
is_000902 157 attr_157 Other Other
is_000903 22 attr_22 Other Other
is_000904 306 attr_306 Other Other
is_000905 188 attr_188 Other Other
is_000906 216 attr_216 Other Other
is_000907 252 attr_252 Other Other
is_000908 203 attr_203 Leukemia Other
is_000909 202 attr_202 Apoptosis Other
is_000910 242 attr_242 Other Other
is_000911 8 attr_8 Leukemia Other
is_000912 183 attr_183 Other Other
is_000913 151 attr_151 Other Other
is_000914 173 attr_173 Other Other
is_000915 308 attr_308 Other Other
is_000916 175 attr_175 Other Other
is_000917 179 attr_179 Other Other
is_000918 8 attr_8 Leukemia Other
is_000919 103 attr_103 Apoptosis Other
is_000920 167 attr_167 Apoptosis Other
is_000921 278 attr_278 Other Other
is_000922 185 attr_185 Other Other
is_000923 13 attr_13 Leukemia Other
is_000924 32 attr_32 Apoptosis Other
is_000925 15 attr_15 Other Other
is_000926 197 attr_197 Apoptosis Other
is_000927 178 attr_178 Other Other
is_000928 23 attr_23 Other Other
is_000929 15 attr_15 Other Other
is_000930 20 attr_20 Other Other
is_000931 249 attr_249 Other Other
is_000932 18 attr_18 Apoptosis Other
is_000933 181 attr_181 Apoptosis Other
is_000934 311 attr_311 Other Other
is_000935 312 attr_312 Other Other
is_000936 181 attr_181 Apoptosis Other
is_000937 207 attr_207 Apoptosis Other
is_000938 4 attr_4 Apoptosis Other
is_000939 181 attr_181 Apoptosis Other
is_000940 312 attr_312 Other Other
is_000941 189 attr_189 Other Other
is_000942 80 attr_80 Apoptosis Other
is_000943 1 attr_1 Leukemia Other
is_000944 160 attr_160 Leukemia Other
is_000945 168 attr_168 Other Other
is_000946 235 attr_235 Other Other
is_000947 18 attr_18 Apoptosis Other
is_000948 95 attr_95 Apoptosis Other
is_000949 13 attr_13 Leukemia Other
is_000950 210 attr_210 Other Other
is_000951 190 attr_190 Other Other
is_000952 20 attr_20 Other Other
is_000953 11 attr_11 Apoptosis Other
is_000954 272 attr_272 Other Other
is_000955 1 attr_1 Leukemia Other
is_000956 176 attr_176 Apoptosis Other
is_000957 189 attr_189 Other Other
is_000958 213 attr_213 Other Other
is_000959 201 attr_201 Other Other
is_000960 271 attr_271 Other Other
is_000961 150 attr_150 Apoptosis Other
is_000962 176 attr_176 Apoptosis Other
is_000963 272 attr_272 Other Other
is_000964 18 attr_18 Apoptosis Other
is_000965 81 attr_81 Other Other
is_000966 314 attr_314 Other Other
is_000967 203 attr_203 Leukemia Other
is_000968 699 attr_699 Other Other
is_000969 3 attr_3 Other Other
is_000970 92 attr_92 Apoptosis Other
is_000971 15 attr_15 Other Other
is_000972 150 attr_150 Apoptosis Other
is_000973 178 attr_178 Other Other
is_000974 227 attr_227 Other Other
is_000975 12 attr_12 Leukemia Other
is_000976 24 attr_24 Other Other
is_000977 166 attr_166 Apoptosis Other
is_000978 209 attr_209 Apoptosis Other
is_000979 222 attr_222 Other Other
is_000980 89 attr_89 Apoptosis Other
is_000981 242 attr_242 Other Other
is_000982 4 attr_4 Apoptosis Other
is_000983 200 attr_200 Other Other
is_000984 197 attr_197 Apoptosis Other
is_000985 232 attr_232 Apoptosis Other
is_000986 162 attr_162 Leukemia Other
is_000987 2 attr_2 Apoptosis Other
is_000988 184 attr_184 Apoptosis Other
is_000989 176 attr_176 Apoptosis Other
is_000990 195 attr_195 Apoptosis Apoptosis
is_000991 2 attr_2 Apoptosis Other
is_000992 2 attr_2 Apoptosis Other
is_000993 6 attr_6 Other Other
is_000994 15 attr_15 Other Other
is_000995 3 attr_3 Other Other
is_000996 296 attr_296 Apoptosis Other
is_000997 210 attr_210 Other Other
is_000998 14 attr_14 Other Other
is_000999 227 attr_227 Other Other
is_001000 1 attr_1 Leukemia Other
is_001001 714 attr_714 Other Other
is_001002 23 attr_23 Other Other
is_001003 181 attr_181 Apoptosis Other
is_001004 176 attr_176 Apoptosis Other
is_001005 3 attr_3 Other Other
is_001006 5 attr_5 Apoptosis Other
is_001007 202 attr_202 Apoptosis Other
is_001008 87 attr_87 Other Other
is_001009 234 attr_234 Other Other
is_001010 189 attr_189 Other Other
is_001011 174 attr_174 Apoptosis Other
is_001012 150 attr_150 Apoptosis Other
is_001013 213 attr_213 Other Other
is_001014 172 attr_172 Apoptosis Other
is_001015 16 attr_16 Apoptosis Other
is_001016 18 attr_18 Apoptosis Other
is_001017 159 attr_159 Other Other
is_001018 24 attr_24 Other Other
is_001019 216 attr_216 Other Other
is_001020 7 attr_7 Apoptosis Other
is_001021 15 attr_15 Other Other
is_001022 16 attr_16 Apoptosis Other
is_001023 179 attr_179 Other Other
is_001024 24 attr_24 Other Other
is_001025 232 attr_232 Apoptosis Other
is_001026 156 attr_156 Other Other
is_001027 16 attr_16 Apoptosis Other
is_001028 4 attr_4 Apoptosis Other
is_001029 200 attr_200 Other Other
is_001030 318 attr_318 Other Other
is_001031 184 attr_184 Apoptosis Other
is_001032 71 attr_71 Apoptosis Other
is_001033 717 attr_717 Other Other
is_001034 319 attr_319 Other Other
is_001035 209 attr_209 Apoptosis Other
is_001036 249 attr_249 Other Other
is_001037 161 attr_161 Apoptosis Other
is_001038 228 attr_228 Apoptosis Other
is_001039 184 attr_184 Apoptosis Other
is_001040 14 attr_14 Other Other
is_001041 153 attr_153 Other Other
is_001042 14 attr_14 Other Other
is_001043 718 attr_718 Other Other
is_001044 227 attr_227 Other Other
is_001045 222 attr_222 Other Other
is_001046 190 attr_190 Other Other
is_001047 279 attr_279 Other Other
is_001048 156 attr_156 Other Other
is_001049 24 attr_24 Other Other
is_001050 155 attr_155 Other Other
is_001051 91 attr_91 Other Other
is_001052 157 attr_157 Other Other
is_001053 321 attr_321 Other Other
is_001054 609 attr_609 Other Other
is_001055 2 attr_2 Apoptosis Other
is_001056 224 attr_224 Apoptosis Other
is_001057 155 attr_155 Other Other
is_001058 7 attr_7 Apoptosis Other
is_001059 3 attr_3 Other Other
is_001060 225 attr_225 Leukemia Other
is_001061 22 attr_22 Other Other
is_001062 197 attr_197 Apoptosis Other
is_001063 5 attr_5 Apoptosis Other
is_001064 1 attr_1 Leukemia Other
is_001065 239 attr_239 Other Other
is_001066 207 attr_207 Apoptosis Other
is_001067 167 attr_167 Apoptosis Other
is_001068 201 attr_201 Other Other
is_001069 719 attr_719 Other Other
is_001070 2 attr_2 Apoptosis Other
is_001071 197 attr_197 Apoptosis Other
is_001072 209 attr_209 Apoptosis Other
is_001073 4 attr_4 Apoptosis Other
is_001074 150 attr_150 Apoptosis Other
is_001075 19 attr_19 Apoptosis Other
is_001076 156 attr_156 Other Other
is_001077 202 attr_202 Apoptosis Other
is_001078 180 attr_180 Apoptosis Other
is_001079 15 attr_15 Other Other
is_001080 8 attr_8 Leukemia Other
is_001081 308 attr_308 Other Other
is_001082 322 attr_322 Other Other
is_001083 24 attr_24 Other Other
is_001084 203 attr_203 Leukemia Other
is_001085 167 attr_167 Apoptosis Other
is_001086 104 attr_104 Other Other
is_001087 323 attr_323 Other Other
is_001088 86 attr_86 Other Other
is_001089 82 attr_82 Other Other
is_001090 190 attr_190 Other Other
is_001091 193 attr_193 Other Other
is_001092 324 attr_324 Apoptosis Other
is_001093 227 attr_227 Other Other
is_001094 18 attr_18 Apoptosis Other
is_001095 168 attr_168 Other Other
is_001096 152 attr_152 Other Other
is_001097 157 attr_157 Other Other
is_001098 325 attr_325 Apoptosis Other
is_001099 5 attr_5 Apoptosis Other
is_001100 170 attr_170 Other Other
is_001101 262 attr_262 Apoptosis Other
is_001102 158 attr_158 Apoptosis Other
is_001103 16 attr_16 Apoptosis Other
is_001104 33 attr_33 Leukemia Other
is_001105 184 attr_184 Apoptosis Other
is_001106 596 attr_596 Other Other
is_001107 215 attr_215 Other Other
is_001108 3 attr_3 Other Other
is_001109 155 attr_155 Other Other
is_001110 168 attr_168 Other Other
is_001111 152 attr_152 Other Other
is_001112 157 attr_157 Other Other
is_001113 85 attr_85 Other Other
is_001114 195 attr_195 Apoptosis Apoptosis
is_001115 77 attr_77 Other Other
is_001116 23 attr_23 Other Other
is_001117 9 attr_9 Other Other
is_001118 5 attr_5 Apoptosis Other
is_001119 190 attr_190 Other Other
is_001120 13 attr_13 Leukemia Other
is_001121 5 attr_5 Apoptosis Other
is_001122 327 attr_327 Other Other
is_001123 232 attr_232 Apoptosis Other
is_001124 205 attr_205 Other Other
is_001125 152 attr_152 Other Other
is_001126 179 attr_179 Other Other
is_001127 5 attr_5 Apoptosis Other
is_001128 2 attr_2 Apoptosis Other
is_001129 87 attr_87 Other Other
is_001130 188 attr_188 Other Other
is_001131 89 attr_89 Apoptosis Other
is_001132 148 attr_148 Other Other
is_001133 180 attr_180 Apoptosis Other
is_001134 152 attr_152 Other Other
is_001135 8 attr_8 Leukemia Other
is_001136 88 attr_88 Other Other
is_001137 6 attr_6 Other Other
is_001138 610 attr_610 Other Other
is_001139 202 attr_202 Apoptosis Other
is_001140 207 attr_207 Apoptosis Other
is_001141 221 attr_221 Other Other
is_001142 260 attr_260 Other Other
is_001143 184 attr_184 Apoptosis Other
is_001144 176 attr_176 Apoptosis Other
is_001145 240 attr_240 Other Other
is_001146 167 attr_167 Apoptosis Other
is_001147 235 attr_235 Other Other
is_001148 260 attr_260 Other Other
is_001149 6 attr_6 Other Other
is_001150 13 attr_13 Leukemia Other
is_001151 9 attr_9 Other Other
is_001152 266 attr_266 Other Other
is_001153 85 attr_85 Other Other
is_001154 150 attr_150 Apoptosis Other
is_001155 234 attr_234 Other Other
is_001156 179 attr_179 Other Other
is_001157 706 attr_706 Other Other
is_001158 3 attr_3 Other Other
is_001159 18 attr_18 Apoptosis Other
is_001160 602 attr_602 Other Other
is_001161 34 attr_34 Other Other
is_001162 262 attr_262 Apoptosis Other
is_001163 23 attr_23 Other Other
is_001164 76 attr_76 Apoptosis Other
is_001165 18 attr_18 Apoptosis Other
is_001166 156 attr_156 Other Other
is_001167 20 attr_20 Other Other
is_001168 594 attr_594 Other Other
is_001169 185 attr_185 Other Other
is_001170 708 attr_708 Other Other
is_001171 169 attr_169 Leukemia Other
is_001172 3 attr_3 Other Other
is_001173 721 attr_721 Other Other
is_001174 203 attr_203 Leukemia Other
is_001175 209 attr_209 Apoptosis Other
is_001176 12 attr_12 Leukemia Other
is_001177 220 attr_220 Other Other
is_001178 166 attr_166 Apoptosis Other
is_001179 158 attr_158 Apoptosis Other
is_001180 195 attr_195 Apoptosis Apoptosis
is_001181 193 attr_193 Other Other
is_001182 266 attr_266 Other Other
is_001183 174 attr_174 Apoptosis Other
is_001184 19 attr_19 Apoptosis Other
is_001185 157 attr_157 Other Other
is_001186 194 attr_194 Other Other
is_001187 69 attr_69 Other Other
is_001188 18 attr_18 Apoptosis Other
is_001189 181 attr_181 Apoptosis Other
is_001190 157 attr_157 Other Other
is_001191 207 attr_207 Apoptosis Other
is_001192 5 attr_5 Apoptosis Other
is_001193 228 attr_228 Apoptosis Other
is_001194 100 attr_100 Other Other
is_001195 202 attr_202 Apoptosis Other
is_001196 22 attr_22 Other Other
is_001197 599 attr_599 Other Other
is_001198 332 attr_332 Leukemia Other
is_001199 80 attr_80 Apoptosis Other
is_001200 13 attr_13 Leukemia Other
is_001201 181 attr_181 Apoptosis Other
is_001202 104 attr_104 Other Other
is_001203 193 attr_193 Other Other
is_001204 12 attr_12 Leukemia Other
is_001205 201 attr_201 Other Other
is_001206 187 attr_187 Other Other
is_001207 266 attr_266 Other Other
is_001208 27 attr_27 Other Other
is_001209 11 attr_11 Apoptosis Other
is_001210 278 attr_278 Other Other
is_001211 170 attr_170 Other Other
is_001212 13 attr_13 Leukemia Other
is_001213 176 attr_176 Apoptosis Other
is_001214 19 attr_19 Apoptosis Other
is_001215 168 attr_168 Other Other
is_001216 288 attr_288 Leukemia Other
is_001217 15 attr_15 Other Other
is_001218 156 attr_156 Other Other
is_001219 318 attr_318 Other Other
is_001220 335 attr_335 Leukemia Other
is_001221 230 attr_230 Other Other
is_001222 72 attr_72 Other Other
is_001223 266 attr_266 Other Other
is_001224 161 attr_161 Apoptosis Other
is_001225 336 attr_336 Other Other
is_001226 202 attr_202 Apoptosis Other
is_001227 174 attr_174 Apoptosis Other
is_001228 174 attr_174 Apoptosis Other
is_001229 337 attr_337 Other Other
is_001230 177 attr_177 Other Other
is_001231 200 attr_200 Other Other
is_001232 613 attr_613 Other Other
is_001233 210 attr_210 Other Other
is_001234 717 attr_717 Other Other
is_001235 234 attr_234 Other Other
is_001236 187 attr_187 Other Other
is_001237 156 attr_156 Other Other
is_001238 262 attr_262 Apoptosis Other
is_001239 89 attr_89 Apoptosis Other
is_001240 100 attr_100 Other Other
is_001241 24 attr_24 Other Other
is_001242 105 attr_105 Other Other
is_001243 22 attr_22 Other Other
is_001244 18 attr_18 Apoptosis Other
is_001245 188 attr_188 Other Other
is_001246 180 attr_180 Apoptosis Other
is_001247 162 attr_162 Leukemia Other
is_001248 201 attr_201 Other Other
is_001249 8 attr_8 Leukemia Other
is_001250 162 attr_162 Leukemia Other
is_001251 203 attr_203 Leukemia Other
is_001252 228 attr_228 Apoptosis Other
is_001253 591 attr_591 Other Other
