Gene_Symbol	MCF10A	MDAMB231
FBXL3	10.29797091	9.690624555
ARL5A	9.568458655	9.784256923
FBXW4P1	2.480685135	2.288952683
B3GAT3	7.917107395	8.059193033
TIAM2	4.686879545	6.439319763
FBXO2	6.908931483	5.088780773
FBXL6	7.2119794	7.641160625
FBXL5	10.13765571	9.836703035
FBXL4	7.968626753	7.924868973
FAM50B	5.747742265	5.790228408
CABYR	6.025910448	4.866189443
BLOC1S6	9.408733853	9.066016088
FBXW8	8.758067385	8.7792678
FBXO25	8.23092218	8.01610861
TSPAN17	9.198922985	9.094831185
FBXO22	8.893639543	8.523726225
FBXO10	6.761911058	7.07770148
FBXO9	9.351295643	9.23208498
FBXO8	8.093087988	8.321455883
FBXO6	5.292681588	5.677808023
FBXO5	8.655524458	9.22394352
FBXO4	6.390095645	6.230230843
FBXO3	8.75549319	8.633298513
HIBCH	7.496256833	7.541628273
VPS33B	7.149902923	7.33199462
TINF2	8.88923162	8.769527373
SACS	9.86258759	9.866873625
ERAL1	8.693517085	9.224443603
ARFGAP3	9.710247765	9.486133393
SERGEF	7.422796143	7.30474332
EHF	6.761737928	9.19632804
GNL3	10.4638191	11.0811831
FAM162A	8.239697943	8.27207108
LHX6	3.884608363	5.31479574
PTPN18	9.190552113	8.819854053
SEZ6L2	5.59497485	6.745404515
PPP1R14B	10.39402622	10.62533063
PLEK2	8.57251496	8.430062378
NARF	8.1437743	8.134798395
SLC17A5	9.81446174	9.36172592
CNNM4	7.590798765	7.599234295
CNNM3	7.676601893	7.981306085
MYOF	12.91519164	12.89723079
CHIC2	8.622166458	8.61887789
INTS6	9.800495023	9.657319788
TIMM10B	8.953094043	8.50992421
TIMM13	8.767666488	9.244081548
TIMM10	7.17231689	8.013435705
TIMM9	8.796358315	9.285597085
TIMM8B	7.830368913	8.33379727
AGO1	8.858634233	8.47512202
LATS2	9.68992079	9.396586013
DAZAP1	10.19856783	10.74063014
AATF	10.0745503	10.77391005
RGS17	6.436432345	5.302334325
PCOLCE2	7.457562603	6.200797148
OSTF1	8.65862119	8.531200493
MYEOV	7.1396969	9.51949342
BSCL2	8.407912935	8.713009253
CKAP2	10.01587586	10.44718352
MRPL46	7.695660978	7.89392546
TBL2	9.303747695	9.63130204
ELP4	8.052812168	8.404602975
NUFIP1	7.519662093	7.84487595
RPS6KC1	9.560681823	8.868936465
SH3YL1	8.280978318	6.88639854
SNORA73B	1.972173543	1.897101298
SNORD81	3.111440713	3.067266685
SNORD79	2.624262588	2.585736688
SNORD80	1.965580235	2.018383133
SNORA70	2.351051035	2.382941218
SNORA67	2.567655803	2.397220373
SNORA64	1.894354345	2.061060358
SNORD58B	5.581368358	5.308877963
SNORD57	2.128872188	2.36412559
SNORD49A	2.298770795	2.261157748
SNORD47	4.671859573	4.67706867
SNORD45A	0.8448431	0.931816438
SNORD44	2.97828781	3.231786908
SNORD36A	2.92948441	3.072570805
SNORD32A	2.224727538	2.13749365
STEAP1	5.076879113	7.520984188
OPLAH	7.544517435	6.182435398
RANBP6	9.004736238	7.950970625
COPG2	7.465981243	7.956591675
HBP1	9.67057278	9.197670853
NBEA	5.976357053	4.624666693
CHORDC1	8.49178677	9.202379218
SEC22A	8.142400365	7.828213878
AP3M1	10.00003789	10.15091072
PABPC1	15.0861863	14.66621155
AKAP8L	9.380194193	9.403434595
RNF11	10.98166868	10.66501772
TRUB2	8.60571561	8.822240468
GPR160	3.855595715	3.992161823
DNAJC2	8.77018581	8.784920373
USP21	8.46591021	8.074905633
TPK1	4.97654745	6.213798818
CNPPD1	8.603530243	8.67046802
BEX3	10.49578671	10.58826932
NPTN	10.97590682	10.75706816
FOXD3	1.37294629	1.660894568
MLH3	8.119703173	8.074573438
ATP2C1	10.48093178	10.42315015
ACAD8	7.699576745	7.920352648
TRMT2A	7.98690138	8.171333258
DIEXF	9.703303833	9.81742849
PELP1	9.308262935	9.210534938
SND1	12.34890899	12.41541811
ANKRD1	11.52816469	13.07899571
STAU2	9.342724255	8.61669078
PPA2	9.3922414	9.30168833
GHITM	11.12836279	11.68385858
VPS41	9.691347728	9.10924556
TSPAN13	6.329130128	6.198378155
LYPD3	4.63812323	3.64208897
B9D1	7.307827123	6.96545312
RPUSD2	6.556283713	6.758325788
MTBP	6.695489203	7.42022741
FOXP1	10.04415611	10.08414709
UQCRQ	9.971943023	10.14848538
ST6GALNAC4	7.671526328	8.541444365
KCNMB3	4.720308168	4.884080928
TRAPPC3	8.393492938	8.61760143
TAF5L	9.724850765	9.525228178
CACYBP	10.3578499	10.61437507
EIF2AK1	11.31902811	11.33679577
ARRDC2	9.837305478	8.56362316
ZBTB11	9.287598165	9.255832948
ATP5S	6.258603083	6.696112135
BBC3	6.723665458	6.443472265
PDE7B	5.212102485	4.993564813
DKK3	7.623202945	5.212950888
AFF4	12.07337902	11.68107475
INVS	8.3248545	8.155290183
SNX5	10.71082437	10.40685745
CPNE7	7.787292638	6.586812805
STK36	7.570356463	7.104284878
INTU	4.632968585	5.14482427
ZNF777	8.538229685	8.739651478
BRPF3	10.05751576	10.79969979
NDOR1	8.089457453	8.51677269
AGO2	9.874655343	10.38738911
NAAA	7.079069495	7.146082813
PRELID1	10.5941361	10.86144399
SLC39A1	10.65622135	10.77173519
TUBG2	8.559955605	8.680398335
VPS4A	10.25027158	10.19782099
C5AR2	4.590297288	3.741222928
TUBGCP4	8.487311353	8.69813547
SERP1	10.88563502	10.91376797
COQ2	7.613462003	8.373733613
ARFIP1	9.378221223	9.417209148
GPKOW	7.860913255	8.239080405
BBS9	7.42568346	6.477982683
TNFRSF21	11.85754758	11.56533977
CHMP2A	10.07031435	9.731598518
SESN1	7.9420182	6.879544863
AHDC1	9.611021168	8.783008925
RNF115	9.52919312	9.228482025
NFU1	8.993974953	9.102917845
ERLEC1	10.09998358	9.96136271
MMADHC	10.24151528	10.2437174
PDCD4	9.908137658	9.51917773
KLHL20	9.458904825	8.834048633
LSM1	8.652781545	8.38031818
LSM3	9.264178665	9.715023915
SRPX2	5.815113685	6.12369268
R3HCC1L	7.784060488	7.55040889
DIMT1	8.927469475	9.410505215
CRCP	9.382933135	9.428474043
ZNF544	7.98043424	7.83368538
APEX2	8.39214958	9.11802146
RBMS3	8.925804523	8.588632078
MOCS3	7.75636647	7.614632795
ZNF330	8.389576613	8.7885293
RAB30	8.493735803	8.387502963
PGAP2	7.062417655	6.875857348
RBMX	11.55455438	11.43065256
TNRC6A	10.57494428	10.2172309
ZNF638	10.52537574	9.94731531
GOLIM4	10.28192801	10.05964103
EIF3K	10.25198648	10.62677875
HTATSF1	9.751822185	10.10913786
UBE2S	8.795255755	9.905050255
PRPF19	10.52002108	10.89171672
UTP20	9.4752489	10.21367655
RRP7A	8.993818055	9.602211478
RABGEF1	9.652521728	9.651047903
POLL	8.013639903	7.673450493
TMEM97	9.159618183	9.501805998
STK39	9.428279598	10.10864094
TOR1B	8.78862958	9.220259738
MCAT	7.031059945	7.38487681
APOBEC3C	8.682210985	8.087377065
DESI1	9.526033318	9.788028538
SGSM3	8.477669078	8.151047
HTRA2	8.182951678	8.448745275
MAT2B	10.72634384	10.33144029
TOR2A	6.04084224	6.759428653
POLM	7.914446398	7.709058275
EML4	9.67129818	10.51954037
CECR6	3.974686633	3.444398355
HDHD5	8.34270736	8.502227668
SLCO4A1	5.88672494	6.082295565
SLCO3A1	8.754859375	8.467514783
NKIRAS2	8.966033023	9.370925875
NKIRAS1	7.2209704	7.73044966
TRIB2	9.727072518	9.552598528
CCDC22	7.186548655	7.262380388
DEXI	7.878686178	7.650604363
LAMTOR2	8.249340445	7.822732823
MRPS28	7.458578255	7.614783215
COA3	8.154038953	8.428332515
DCPS	8.314585118	8.916234323
OSTM1	9.463167495	9.374546108
GIT1	9.93558876	9.74191423
SNX24	9.223094268	9.031542078
BZW2	9.65241826	10.23766802
C11orf54	8.101654895	8.02236591
AAMDC	6.70195397	6.400194208
SPCS1	10.31071558	10.53255569
MRPS18B	9.48606542	9.885903803
C19orf53	9.37902911	9.637694478
ACAD9	8.942941293	8.873636988
MRPL42	9.213910623	9.643015133
TMEM14A	7.797677958	7.09188647
IFT81	8.080405818	7.778394895
FLVCR1	7.975514498	7.500706848
MCTS1	9.034544623	9.666822933
MAGEH1	4.396731283	5.102471588
NOB1	10.19773991	10.08183237
DBNL	9.887122823	9.768534295
NTMT1	7.64253674	8.393869498
ASTE1	6.36004377	6.175861638
COMMD5	7.751982403	7.699590543
MACROD1	6.35496689	6.705307573
HIPK2	12.55711424	11.51811088
MRPL13	9.07929409	9.314584883
KLF15	5.589810203	6.83296066
SLC43A3	10.49091768	12.42605274
ATAD2	10.33390651	11.19131707
C16orf72	9.62725182	9.548616375
TMEM230	10.86488732	10.55564492
WDR91	6.718428893	6.657071805
ZCCHC4	6.948187953	7.378811628
ZC3H7A	10.15272946	9.885745773
ZBTB44	10.18691335	10.05273848
CCDC113	5.815045963	5.348625613
C1GALT1C1	8.981249798	8.389977758
SETD2	10.559267	10.48230706
MRPL18	9.135355295	9.350077593
NDUFAF4	7.335780138	7.947064125
MED4	9.291321458	8.937003075
CCDC59	8.57222324	9.01431744
METTL5	8.90197151	9.450092723
CHMP4A	8.396576793	8.196467368
GTPBP8	7.06101731	6.914166585
PHPT1	8.91811636	8.6647317
BABAM1	9.47557469	9.86929878
THYN1	8.557686163	8.595435155
MRPL15	8.943144568	9.32101515
UBE2T	8.360961445	8.872424928
TIMM21	8.005759268	8.224826425
LINC00339	6.611840428	6.838875948
MRPL22	8.521394115	8.697036225
LGALSL	8.009939965	8.669170903
ORMDL2	7.78104034	7.762086065
CNIH4	10.14819593	9.932280138
RANGRF	7.143650355	7.464817265
COMMD9	8.214299948	8.291697063
TMEM208	7.178121665	7.189021218
SSU72	10.23135588	10.48204551
DROSHA	10.30810871	10.64896458
DNAJC15	9.393626028	9.85825664
N6AMT1	5.79338392	6.17499584
CFAP20	8.46242172	8.40073413
NXT1	7.805017593	8.31328977
PYCARD	5.115496388	4.688985283
FHOD1	9.847292833	9.334701048
TBK1	9.41874163	9.326431628
SAP30BP	9.15132785	9.17889865
MYLIP	7.737379953	7.839247058
BRD7	9.59551233	9.543309083
ANKRD11	10.82119193	10.84219972
CD274	6.265118848	7.34116112
RACGAP1	9.330021605	10.04435753
UHRF1	9.42413976	10.08682774
USP25	10.31478728	10.19508734
PACSIN3	8.265569608	8.490068638
TMOD3	11.32483167	11.14993154
TMOD2	8.48323267	6.466624715
POM121L9P	3.008586248	2.60056656
CARD10	7.92831986	8.393826123
ABT1	8.196372593	8.639712933
NCAPH2	8.239656033	8.448174188
OLA1	11.3315976	11.66190981
UQCR10	10.03894518	10.13558149
YPEL1	4.54697893	3.421768725
ZDHHC1	6.808144708	6.438924798
ZDHHC8	9.022092923	8.524123528
REPIN1	9.378488843	10.02496264
TFCP2L1	9.307926003	8.59426385
SENP1	8.991211738	9.0290663
TFPT	6.828322558	7.224967065
UBN1	9.665153963	10.02323653
ALG5	8.819673423	8.797445748
ANAPC2	7.894285335	7.788474078
CNOT7	10.18166823	10.34912266
SNX8	8.842209515	9.79458181
SNX10	3.934986975	4.29706101
STRN4	10.20368767	10.64123311
GNL2	10.04813379	10.39952665
RBM15B	10.58293849	10.1996927
PSMC3IP	6.745169193	7.495995985
CPSF1	10.2576006	9.713047255
TRA2A	9.226754893	9.59543433
GPSM2	10.21578574	10.21245215
SAC3D1	6.743476025	7.298088738
FAM216A	7.112846605	7.675614018
CCDC106	6.746556248	6.972243485
EEF2K	9.485166168	9.174106435
HOOK2	6.408350895	6.02871584
UBIAD1	8.612346865	9.150235795
HCFC2	8.490710885	7.789026305
SNX11	7.21113153	7.5211006
C18orf8	7.722302388	8.238929738
PYCR2	10.06196972	9.990657085
NME7	8.673531123	9.190263378
HILPDA	6.627496458	6.699935985
EPN1	10.93505186	11.02566707
GMPPB	7.23426761	7.62225269
GMPPA	8.494305353	8.77127646
SEC61A1	12.55530524	12.37532475
TIMM22	7.891813873	8.459005145
ALG6	6.968696688	7.765292505
LINC00312	4.140325053	3.80699349
SNX12	9.729015763	9.944082975
NENF	9.537505223	8.991920528
DSE	9.724987048	8.996079415
PKN3	6.288820575	7.733884148
PADI1	5.26233765	4.17753776
ANAPC4	8.179951583	8.312809073
SERTAD3	7.90187075	7.612659203
OSGIN1	5.716226295	6.280606565
SERTAD1	7.424167633	7.171931203
DPP7	9.878346528	9.663335963
POMT2	8.556707135	8.521742985
CERS2	12.16201204	12.27167134
SLC25A24	10.64834049	11.04761586
NRBP1	10.70503781	10.55503595
MRM2	8.366049145	8.654180878
PRICKLE4	5.964948793	5.621019243
CDIP1	6.39485177	7.720587858
STRN3	9.324567745	9.260099825
LRP12	9.400311565	9.20065799
PSAT1	8.908692103	10.50815029
MDFIC	8.574485653	8.635857138
SCHIP1	8.190310068	7.460649953
UBQLN2	9.80507357	9.669291953
UBQLN1	11.13300214	11.3773827
DONSON	8.340196168	8.860503175
NRBF2	8.681932358	8.703700775
RHOD	9.048773813	8.029924573
SLC39A3	7.852303715	8.132578703
SLC2A8	5.939522835	5.900132165
PILRB	5.913023273	5.494005988
BAZ2B	8.611657568	7.690414873
LMCD1	7.49919599	7.364721675
NOP53	10.94141516	10.28483511
BICRA	8.03920125	8.00138535
TNPO2	10.13421869	10.40537092
ERO1A	11.53391192	12.14862983
EFEMP2	4.112123223	4.146535548
SH3KBP1	10.72860746	10.38329904
ST6GALNAC6	9.449690935	9.416657603
ADGRE2	8.537028678	6.72258808
KCNIP3	9.15324999	7.97626423
CXXC1	8.863516318	8.485893898
ZNF354C	8.45856979	7.979484158
NT5C	8.049410693	8.02699724
ZNRD1	6.93921229	7.292379223
DNTTIP2	10.1496603	10.67160817
SOCS7	8.37061534	8.244752815
EHD4	9.55777929	9.719832643
EHD3	5.30262028	5.095183995
EHD2	12.5625742	11.97679637
PIK3R4	9.028698215	8.620958028
CDR2L	8.332935848	8.41781095
TAX1BP3	10.73936392	9.97995984
STOML2	9.726979098	10.46719523
ZBTB21	8.632838725	8.74775821
SCAPER	7.569137453	7.492924673
WRAP73	7.376822385	7.465201883
RRM2B	11.24611528	9.526647173
SMARCAL1	8.217273728	8.006149063
MINK1	10.46202113	10.25225647
PODXL2	6.408961663	6.66567039
CHST11	9.449595295	10.22116799
ATP6V0A4	4.64284384	6.18805231
ITSN2	9.489378018	9.411018543
DEF6	6.65965518	6.254649863
CYHR1	8.514851453	8.234124025
GEMIN4	8.813922268	9.625402023
ANO7	3.450799435	3.8987792
PNPLA8	9.21339896	9.3630815
ARHGEF4	6.390276165	6.710336658
ARHGEF3	8.070812763	8.396886073
SLC45A1	4.550979838	4.867586585
DCAF8	10.85970442	10.53323068
MYEF2	6.343321828	6.584442893
ASAP1	12.0597126	11.13654551
AK3	9.979011278	9.297891593
HP1BP3	11.78428055	11.32070706
HDGFL3	10.06121158	9.234534863
COPS7A	9.737420795	9.491580903
NSDHL	8.600146328	8.955285768
F11R	8.746076863	8.97136273
C6orf48	10.28488577	10.06004415
PARD6A	3.96781764	3.90099201
STMN3	6.15694154	7.71283208
RNF141	9.16679152	8.837817115
HEBP1	9.21955332	9.407882548
CDON	8.46519976	8.293355205
TMED5	10.68923804	10.84552212
SLC35B3	8.751805	8.519547518
MTERF3	7.46150347	7.93404032
TPRKB	7.93613733	8.406007028
MED31	7.407258985	7.798119098
COQ6	6.789838843	7.28852258
AMDHD2	6.017240995	6.089655373
SLC35C2	8.938225975	9.067846983
ASCC1	8.86838384	9.416319525
DERL2	9.07058899	9.30566504
EXOSC3	7.912379783	8.72983936
FAHD2A	6.813727548	7.036694613
PRELID3B	10.84758234	11.22213323
EXOSC1	8.05925857	8.56848706
TMED7	11.60097397	11.80247083
ISOC1	7.91439413	8.05496839
EMC9	5.717073043	6.16707233
RRP15	9.677314818	9.734266858
WASHC3	8.449696258	8.478092525
HDDC2	8.925903258	9.046047558
MRPS16	9.866976368	10.29247537
GLRX2	7.31784915	7.752674493
MRPS18C	7.77289549	8.252081048
FIS1	9.32720355	9.09820927
GOLT1B	9.838764703	10.00217802
BOLA1	5.456393138	4.526433985
VPS36	9.678893953	9.28728132
DESI2	11.05808617	10.08724389
TVP23B	8.232709275	8.558579645
GLOD4	9.223313828	9.54178692
UBXN1	10.08105274	9.84359547
ZNF593	7.280142738	8.025274095
ZBTB7B	9.58999407	9.220759095
GMNN	8.17934166	9.33854028
PLEKHA8P1	5.036367263	4.852537785
LAP3	9.412174313	10.01336474
WDPCP	4.403391768	4.317082038
ZNF691	6.191409788	5.883495795
TXNDC12	10.14908322	10.14818477
TXNDC11	9.223518915	9.201960685
ATL1	6.238278193	5.461723903
CALHM2	9.272153715	8.503961355
RPS27L	10.23930927	9.187191413
YARS2	7.656204018	7.75484048
NMD3	9.914250023	9.842776978
MRPL2	8.538407335	9.686787963
NOSIP	8.193575785	8.3799581
DERA	8.9478468	9.037541878
MEMO1	8.32721064	8.451542038
MRPL4	9.237445513	9.89510539
APIP	7.978239205	8.413290735
TMX2	10.09140181	10.65395402
CUTC	7.123886483	7.514998278
FCF1	9.072182843	9.062416733
THAP4	9.467347275	9.431890105
NDUFA13	9.790290318	9.76305853
MRPS7	8.729794445	9.214072813
POLR1D	10.17954959	9.98134139
CRYL1	7.884157125	6.810889463
MLXIPL	5.11683175	6.49095175
KLHL5	10.87741006	11.19856022
PLLP	5.438894663	6.903736348
SEPSECS	7.160778803	6.61112444
SIDT2	9.326323293	8.555968928
RRNAD1	7.82183738	7.526010008
ADIPOR1	11.40066258	10.97680106
TRNT1	7.4114235	7.369103688
UTP18	9.030970383	9.820831205
SCCPDH	9.871712645	9.566703583
IFT52	9.269916498	9.157435373
ABHD5	9.703387863	9.928563088
SH3GLB1	11.46274553	11.25010346
ZC2HC1A	8.199666703	7.182377578
MECR	7.336226715	7.780785678
NDUFAF1	7.412324318	7.397523403
ABHD17B	7.711973758	7.934678953
PHF20L1	10.48020287	10.01131474
TFB1M	6.61274387	6.47674656
APH1A	10.27251692	10.2298153
METTL9	10.42415689	10.3822813
RDH11	9.20778912	9.176722453
LACTB2	6.968943138	8.163950313
KMT5B	9.264382873	8.98343935
TRAPPC12	8.741459535	8.37189333
ZDHHC9	10.02552524	10.16714288
RMDN1	8.956525493	8.65395869
MRPS2	9.133367905	9.964951605
COQ4	8.662435455	8.880873945
UTP11	9.434796425	9.655624285
SBDS	11.16673396	11.20210506
RPL26L1	8.64583811	8.818184243
COMMD2	8.958790235	8.759417283
ZNF706	9.226156463	9.374146548
IER3IP1	9.714911195	9.776067938
GOLGA7	9.62959156	9.481380428
NAA20	9.635423545	9.879758995
SAR1B	9.964393215	9.451553743
ANGPTL4	9.56115788	9.441503428
ASB3	7.564507245	6.986003248
RLIM	10.30658736	10.69221667
KCTD3	11.6592491	10.9414176
CEP83	6.376135298	6.818012298
IRAK4	8.1300761	7.826724158
RNFT1	6.964488303	6.809442068
COPS4	9.404289265	9.326868038
INSIG2	8.432596653	8.49201667
CHCHD2	10.32596259	10.75469494
DYNC1LI1	9.386936978	9.882065623
HSD17B12	10.87567983	11.1957989
ING4	7.436947703	6.387510713
CERCAM	9.365867708	8.91731
MRNIP	6.227306535	5.272596938
SDF4	10.98900949	10.78296625
MRTO4	9.01570282	9.7945644
JPT1	10.22642415	10.7046242
ZNF580	8.154862275	7.955072093
VPS28	9.50302086	8.815706603
C3orf18	5.844122568	6.279311505
EGFL7	5.555017948	6.902758385
DBR1	8.063032548	7.880780218
DCTN4	10.89556041	10.38405576
AADAT	6.968284635	5.845118515
CYB5R4	8.045944865	8.724474488
HSD17B11	9.30145196	10.10396793
NAGPA	7.11245074	7.040165315
TUBD1	6.148957895	6.608848678
TUBE1	5.99614324	6.892916773
PLEKHO1	8.07312791	7.30358618
DCXR	7.938770063	8.357112195
HSPA14	8.935003293	9.474709025
GPN3	7.822875295	8.72451234
CRBN	8.96254258	8.734238485
TCEAL9	10.02156188	10.05474244
RSL24D1	10.52470216	10.49983425
SS18L2	6.818601448	7.106657513
CKLF	7.871385925	8.127856388
ZNF639	9.135955818	9.43635186
IPO11	8.6869398	9.60631942
RAPGEFL1	4.711422003	4.715222935
PLCE1	6.715493205	7.432831485
NIN	10.27777367	10.42412729
CPA4	7.927160235	7.299633578
ZDHHC2	9.05410499	9.325607843
DDX47	9.55607874	9.920302675
NUSAP1	9.875635065	10.83254273
TACO1	8.149552895	8.627988123
ACP6	7.398240725	7.630934435
RAB9B	4.665210965	4.589751275
GLRX5	8.787140758	9.32162857
ZNF219	7.841304358	7.11770223
COPZ2	4.257953853	3.849267215
PIGP	7.287052103	7.13231274
GLTP	9.638127813	9.74935824
PHF20	10.39316459	10.03360319
VRK3	7.970341153	8.291920685
CRIM1	12.05620008	12.13871151
EMC4	9.94538292	9.782307383
HGH1	7.004154858	7.102963453
ANKRD39	5.807787983	6.506746895
COX16	8.796407883	8.70245836
CCDC174	8.352461645	7.91102466
SHISA5	10.70249185	10.84141845
PAIP2	10.59652521	10.44520372
PDZD11	9.35282	9.560107653
TMEM69	8.863640165	9.41441142
C6orf203	7.085899805	6.857404345
NT5C3A	8.704232415	9.125098558
MRPL37	10.18702487	10.62165466
RNF181	8.604970585	9.06922672
TBC1D7	6.47760398	6.943841528
MARCH2	7.599044858	7.445429063
MRPL51	9.785908625	9.965769713
TMEM216	6.584946853	7.035574215
PBDC1	8.157460605	8.659968265
MRPL30	9.414296495	9.50033428
MRPL27	7.815047533	8.186973315
CDKL3	4.759971898	4.434897383
UBAP1	10.26414004	10.17419897
BET1L	9.932566825	9.66255782
KLF3	9.720641908	9.592716075
MAPKAPK5-AS1	6.963954683	7.100752065
ZNF571	5.017697603	4.721248225
DNAJC27	5.851519205	5.99810291
IER5	9.904312328	9.696768363
C1RL	8.31622971	7.308219303
GOLM1	10.3528767	10.89857111
ANKMY1	5.681028265	5.95554182
SCAND1	7.786459733	7.6687867
BFAR	9.73466842	10.09033661
COA4	8.559655523	9.351371353
ERGIC2	9.540870473	9.592542358
GMIP	7.139052213	7.546394795
GMPR2	9.28804525	9.368488925
CD320	8.27479103	9.177288415
ECSIT	7.93485968	8.442262558
TIMMDC1	9.247082925	9.185942285
GCNT4	2.141471075	2.295377193
FKBP11	4.782801815	6.173699215
ZDHHC3	10.23853323	10.53448694
FAM13B	10.02196724	9.430517378
FAM53C	9.535116488	9.44988218
REEP2	6.770490298	5.271150425
SLC25A37	10.91861082	10.18856894
KRCC1	8.482389498	7.717176838
PLAC8	9.168313813	10.1833934
PHF21A	9.584185975	8.9583791
MRPL35	8.927735033	9.318095753
RSRC1	8.60396177	8.48174218
MEX3C	9.938659543	9.162494895
AMZ2	10.17367497	10.49981574
WAC	11.69646897	11.65370959
SPG21	9.706148588	9.925945808
ARL17A	6.57942252	6.918100278
ARL6IP4	10.01391782	10.06843218
TNFRSF12A	10.87820632	10.80709837
ZNF771	4.988648433	5.080431065
PRR16	9.33390482	7.896264255
NGRN	10.02984427	9.936426935
THEM6	8.130641773	8.455271015
CRNKL1	9.870457803	9.681526268
ZBTB7A	10.05999985	10.13520579
FZR1	9.115013918	8.975928
TAOK3	9.272966973	10.16063433
ZNF117	6.65747719	5.50406291
MBTPS2	9.27891924	9.752306623
CDC40	8.71072403	8.4955214
CHST15	9.988837388	11.11209654
UBR5	11.19255288	10.67900038
POP5	6.853583533	7.086076125
TEX264	8.980032253	9.138209823
POMP	10.17797043	10.39579073
TMA7	9.299446198	9.556745528
MRPS17	7.576323665	8.294316985
ATRAID	10.19534932	9.951045508
SNX7	9.609484505	9.22697656
UCHL5	9.824424388	10.2319848
CRLF3	7.990596688	8.327521858
CSAD	5.119471373	4.241922828
ATP6V1D	9.76560915	9.774109375
ZNF589	6.23421898	6.065275818
EIF3L	12.20693091	11.8130505
NIP7	9.102056895	9.510883358
RWDD1	10.14094173	9.979149853
AIG1	9.172406238	9.133266308
COMMD10	7.900181363	8.326493715
WDR83OS	8.781254383	8.770621058
TRAPPC4	8.571116463	8.77145888
PPME1	10.06038847	10.80546098
NOL7	9.703833693	10.44490883
HEMK1	6.91162624	7.009383018
AMOTL2	10.71368926	10.40421758
PRKAG2	9.11661013	10.02879556
POLK	9.41327957	9.401484305
ZNF107	7.65663551	7.695234993
DDX41	9.892457575	9.79114845
SNX9	10.48420619	10.04032302
SUCO	9.874114588	10.01930748
ANAPC5	10.35918336	10.66833733
ANAPC7	9.169468018	9.40207794
SCARA3	8.526901075	7.030097915
FAM8A1	10.10293694	9.372876938
YTHDF2	10.53986015	10.36828559
RNF138	8.60062614	8.987171415
IP6K2	9.846303853	8.901989988
PCYOX1	11.330729	10.86828137
LCMT1	8.109830878	8.16609611
GULP1	7.27925943	8.049140595
REV1	8.868521175	8.319948498
SFMBT1	6.981491548	7.739280625
GPR89B	8.524528528	8.322552375
UBE2J1	10.43269405	10.48416629
EVL	8.63906247	7.99784964
LIMA1	10.179414	10.4715379
ISYNA1	3.676209258	4.238066255
HSD17B7	6.404376155	6.216817353
ANKFY1	10.27223852	9.948310823
SPOUT1	7.961648068	8.287348843
NOP16	8.373044968	9.212507558
RTCB	9.852422963	9.751299833
HACD3	10.82059149	10.65763053
CTDSPL2	9.676151883	9.50979038
NELFCD	10.31700543	10.5075682
TRIAP1	8.52854216	8.919674655
HIKESHI	7.914157188	7.886904655
CWC15	9.304770348	9.507549888
TRMT112	9.80905988	10.2693606
UFC1	10.62993972	9.932266428
RTFDC1	10.4709493	10.5071169
CHMP5	9.65235178	9.741299683
GTSE1	7.759520565	8.579438555
DTL	9.266220725	9.86452364
NCKIPSD	9.302414445	8.949689145
LARS	11.73115677	11.94740604
TMEM14C	10.20810272	10.15978578
CXXC5	9.980110665	8.770240488
TMEM138	7.54757543	8.072806868
OSER1	9.83020848	9.992805415
GSKIP	7.94694889	8.050605898
JKAMP	10.14075779	9.972361223
ANAPC11	8.531567343	8.85972296
ZC3HC1	7.590871343	7.777199943
TRMO	7.330406275	7.556374748
PHF7	5.177223138	6.166569118
VTA1	9.725701205	9.71460403
PPHLN1	9.346023375	9.364997153
MTFP1	6.59137195	7.854153448
ZCCHC17	8.607324478	8.936722905
VPS54	8.83600904	8.84822338
ZNF581	8.221134715	7.722069935
SIRT7	7.143579115	7.287654223
SIRT6	7.558970738	7.89491695
CINP	8.212817555	8.547292203
RAB14	11.29673861	11.16284513
NT5DC3	8.538440755	8.733939
RAB6B	5.760058003	4.574213873
MBIP	8.169306343	8.348300775
HDAC7	10.6694112	9.75482487
ARMCX3	5.165442265	8.183492283
TDP2	9.213848755	9.38417722
UFM1	9.083885225	9.182664163
FAM49B	10.45357555	10.9684549
GDE1	10.33468288	10.33458037
LARP7	9.701928015	9.489526915
ESF1	9.369255853	9.777572863
AZIN1	11.92272508	11.71756518
PCF11	9.569198778	9.057290475
MED15	10.83232008	10.45745832
PIAS4	7.6616087	8.050976488
TRIM33	10.08105862	10.30244338
SRRT	10.7073249	10.89205135
NBAS	10.01052631	9.5514003
CUTA	10.06000888	10.47879646
LSR	6.014977303	7.339103378
LIPT1	5.633658765	5.784608198
NOP58	10.15412027	10.4087653
METTL13	8.873568465	9.077309235
PIGT	11.37935706	11.31757472
TRMT6	8.9904315	9.510437883
ATP6V1H	9.08142082	8.967180858
GET4	7.872475615	8.22169719
DPH5	8.572531275	8.858878725
ERGIC3	11.51664717	11.04620156
TAF9B	9.022221455	9.085132053
UBE2D4	7.6802708	7.97774125
KLF13	11.02991448	10.69302999
CCZ1	9.467103978	9.36663727
DYNC2LI1	7.401120713	6.71060273
SLC25A39	9.835101985	10.37946301
LUC7L2	10.3613618	10.66408784
OTUD6B	7.889909245	8.130860513
RBMX2	8.529205153	8.716542335
DHRS7	9.110240795	8.377347655
C14orf166	11.12411126	11.45347461
