ID	Gene symbol ID	Average Intensity	UniProt ID	Description	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore
ENSG00000164327	RICTOR	5.669449272436653	Q6R327	RPTOR independent companion of MTOR complex 2	RICTOR	253260	9.604853985	8.054007	864	3.991814	686	6.311127	869	4.464437	607	1019.291825	0.045665615	1.618511317	0.30911788	0.02462358	2.247257434	10.29911795	13.126824	1363	7.328434	716	14.189563	1936	7.614681	1202	9.9823742	9.51543287	9.77201843	9.60725473	10.35277744	9.81316195	10.42199945	9.84729376	NM_001285439,NM_001285440,NM_152756	3.386274617	0.205022936	3.386274617
ENSG00000164885	CDK5	91.02114260040892	Q00535	cyclin dependent kinase 5	CDK5	1020	7.694846897	14.434023	192	11.703291	245	12.833435	221	9.618845	163	192.8529402	0.172083508	-1.161791919	0.136949155	0.114153637	-1.579795805	7.479866437	12.547312	162	13.163896	149	11.71054	199	11.828251	232	7.74252955	7.66314385	7.64747928	7.52548504	7.56923872	7.52417779	7.51247675	7.49632838	NM_001164410,NM_004935	2.397035502	0.089685972	-2.397035502
ENSG00000164924	YWHAZ	24958.410440240186	P63104	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	YWHAZ	7534	13.87701482	256.401037	8686	390.333116	21379	280.317837	12249	420.12042	18072	15312.02248	0.89515918	1.035470238	0.270048262	0.852278921	0.186211481	13.92730147	326.110201	10701	474.072972	14623	353.956365	15316	508.890512	25463	13.57557959	14.05094011	13.64742357	14.11462603	13.71356787	14.00468125	13.78280567	14.07331698	NM_001135699,NM_001135700,NM_001135701,NM_001135702,NM_003406,NM_145690	0.182925072	0.274902995	0.182925072
ENSG00000166025	AMOTL1	4.28339906112595	Q8IY63-2	angiomotin like 1	AMOTL1	154810	10.44634971	10.898436	1091	9.865688	1601	10.568623	1359	11.582089	1470	1191.828989	0.001810254	-1.411461084	0.145853946	6.52453E-4	-3.408816595	9.948903862	7.944619	770	10.12658	920	7.648103	976	10.08098	1480	10.29690676	10.33559167	10.26634056	10.47211682	9.97088241	10.14094607	9.93948831	10.13945152	NM_001301007,NM_130847	5.479242771	0.090787335	-5.479242771
ENSG00000166851	PLK1	12.212017799911926	P53350	polo like kinase 1	PLK1	5347	8.437956814	12.400752	315	8.814148	363	12.154073	399	9.054317	292	1142.390025	6.88E-10	5.588955969	0.381921707	8.02E-11	6.500229665	10.92033859	39.292393	967	104.018188	2407	34.239727	1109	99.929543	3738	9.07657298	8.93608346	9.06242006	8.95192879	9.95703175	10.84936189	9.83426435	10.81291355	NM_005030	34.01956559	0.072969238	34.01956559
ENSG00000168036	CTNNB1	NaN		catenin beta 1	CTNNB1	1499	12.8577624	127.514076	4958	168.688439	10492	125.134607	6327	160.271492	7974	5749.435765	1.27E-5	-1.821171473	0.184708001	2.84E-6	-4.682345983	11.99293703	92.292691	3490	92.699634	3321	99.840355	4837	93.536526	5407	12.49892803	12.86679471	12.48924827	12.83456686	12.17006454	12.15239972	12.21129594	12.16066965	NM_001098209,NM_001098210,NM_001330729,NM_001904	4.191331278	0.206336677	-4.191331278
ENSG00000168078	PBK	392.73053862834746	Q96KB5	PDZ binding kinase	PBK	55872	8.021909299	7.519835	178	8.460586	324	8.138109	249	9.505289	285	648.7810138	2.12399E-4	3.992057137	0.498253724	6.12E-5	4.00826381	10.01909675	15.570586	357	66.4068	1429	15.506304	468	62.58548	2177	8.29005291	8.47880195	8.34655431	8.56442365	8.79236766	10.08881214	8.7880002	10.03369095	NM_001278945,NM_018492	16.02519858	0.124627938	16.02519858
ENSG00000168610	STAT3	167.9039331818393	P40763,P40763-2	signal transducer and activator of transcription 3	STAT3	6774	10.87651865	18.30597	1011	25.839646	2309	29.939754	2141	29.928032	2103	2037.481955	0.429944633	1.167308955	0.233579961	0.339323171	0.955503432	11.09998005	40.832419	2152	31.216423	1567	40.515674	2853	31.786049	2546	10.56428801	10.96178244	10.96925717	11.0879189	11.16121217	10.91066701	11.16668464	10.91759214	NM_003150,NM_139276,NM_213662	0.978190448	0.228443654	0.978190448
ENSG00000169032	MAP2K1	620.141968580609	Q02750	mitogen-activated protein kinase kinase 1	MAP2K1	5604	9.881605022	20.646111	596	30.311995	1415	18.817789	701	29.374674	1075	1079.386898	0.235771996	1.288218806	0.263269334	0.16518352	1.387847391	10.24727811	31.535009	881	46.385975	1219	32.529991	1197	42.039108	1786	9.72738152	10.16536521	9.65439592	10.13450589	10.01552314	10.32301701	10.04158301	10.23845824	NM_002755	1.369573046	0.266997871	1.369573046
ENSG00000169967	MAP3K2	1.2990773985240511	Q9Y2U5	mitogen-activated protein kinase kinase kinase 2	MAP3K2	10746	10.64819311	10.307378	1250	9.467596	1857	10.87984	1703	10.172263	1564	1286.875984	3.42E-5	-1.656292784	0.163388701	8.37E-6	-4.455373693	9.920255983	8.439884	991	5.741636	635	7.954104	1230	6.641903	1186	10.45082429	10.50087259	10.49882503	10.56113002	10.21697763	9.87982852	10.16691183	9.99555373	NM_006609	16.11241609	0.045178645	-16.11241609
ENSG00000170312	CDK1	1423.1717661354924	P06493	cyclin dependent kinase 1	CDK1	983	8.575649737	11.524866	248	14.005878	470	13.050453	359	16.468056	443	959.784978	1.62E-6	4.031247452	0.392913032	3.08E-7	5.118757021	10.586878	34.147413	705	93.034503	1796	39.096744	979	99.923935	3131	8.84180243	9.05763053	8.92192969	9.19608289	9.62796343	10.51774537	9.67349219	10.59559991	NM_001170406,NM_001170407,NM_001320918,NM_001786,NM_033379	12.90955166	0.155793812	12.90955166
ENSG00000170345	FOS	NaN		AP-1 transcription factor subunit,Fos proto-oncogene	FOS	2353	5.199475562	0.718001	18	1.552466	61	1.477372	46	0.864303	27	28.19163854	0.027085842	-1.903500332	0.376211157	0.013570325	-2.468440408	4.295597364	0.791564	19	0.748512	17	0.791666	25	0.525507	19	4.61371703	5.22203444	5.06974193	4.80326738	4.62183994	4.57400723	4.61901798	4.37055545	NM_005252	3.331162861	0.27134014	-3.331162861
ENSG00000170836	PPM1D	NaN		Mg2+/Mn2+ dependent 1D,protein phosphatase	PPM1D	8493	8.534672275	5.366688	286	4.898959	423	6.032969	415	5.189176	351	298.4974268	1.7E-7	-1.641658435	0.128715157	2.76E-8	-5.556097711	7.821135633	3.772615	195	4.157414	202	3.213318	219	4.169689	328	8.33007391	8.37532321	8.43199979	8.42097402	7.9815259	8.03178156	7.85666132	8.037379	NM_003620	15.2948475	0.046652093	-15.2948475
ENSG00000171720	HDAC3	36.892530054008304	O15379	histone deacetylase 3	HDAC3	8841	10.065977	42.939384	932	35.226173	1237	39.73547	1113	34.912369	961	1009.281341	0.218909035	-1.132226276	0.124854556	0.151296176	-1.434968143	9.886681286	35.438904	745	45.299553	896	33.711689	933	43.315582	1384	10.07136987	10.02308142	10.00478498	10.01184598	9.84842798	10.02732455	9.80683273	9.99109486	NM_003883	5.97119964	0.030026749	-5.97119964
ENSG00000173039	RELA	NaN		NF-kB subunit,RELA proto-oncogene	RELA	5970	10.57157376	39.347429	1091	42.751929	1981	40.846022	1510	41.470966	1504	1579.489746	0.53606185	1.075617822	0.137727734	0.445120074	0.763575801	10.67698684	55.783423	1551	47.516503	1195	51.159827	1867	54.165928	2252	10.47203188	10.68921492	10.52993798	10.65811428	10.73675295	10.53768567	10.65865677	10.67072988	NM_001145138,NM_001243984,NM_001243985,NM_021975	1.021001582	0.103244776	1.021001582
ENSG00000173163	COMMD1	18.658441252784154	Q8N668	copper metabolism domain containing 1	COMMD1	150684	7.644105957	19.18903	159	17.588268	235	18.055494	192	19.692099	206	200.6960318	0.97117965	1.006836438	0.164639225	0.952392767	0.059702266	7.653614938	19.206781	154	25.918581	195	18.705189	197	24.320461	296	7.61115582	7.65311493	7.55754602	7.74223326	7.55360878	7.76989357	7.52980813	7.72034498	NM_001321781,NM_001321782,NM_152516	0.121916072	0.077996123	0.121916072
ENSG00000177189	RPS6KA3	93.288720963636	P51812	ribosomal protein S6 kinase A3	RPS6KA3	6197	9.952618803	9.080645	781	8.310181	1157	9.218263	1024	8.903204	971	1345.714487	2.59E-23	1.716402557	0.075888905	9.61E-25	10.27011735	10.73175439	17.357395	1446	17.945919	1406	17.757689	1947	18.337692	2323	10.08233314	10.12559153	10.09501197	10.17808164	10.57042112	10.57022028	10.58973999	10.59254735	NM_004586	18.28386469	0.042613288	18.28386469
ENSG00000177606	JUN	44.46251991891073	P05412	AP-1 transcription factor subunit,Jun proto-oncogene	JUN	3725	10.69032867	11.546902	428	53.936218	3235	11.209817	537	54.47953	2560	1320.282687	0.281549501	-1.672221872	0.583165716	0.203385617	-1.271964827	9.948639769	18.508608	665	30.817896	1041	18.260536	863	28.997019	1583	9.51122478	10.95592017	9.4903158	10.96094915	9.81710333	10.21395766	9.80478766	10.16384211	NM_002228	0.881254278	0.841628709	-0.881254278
ENSG00000179262	RAD23A	573.7783738390737	P54725	RAD23 homolog A,nucleotide excision repair protein	RAD23A	5886	10.67036191	60.842004	1218	67.521445	2200	55.34067	1451	64.246762	1636	2188.890029	4.39E-6	1.685921864	0.153394277	9.0E-7	4.912423645	11.42422539	116.770575	2270	138.683276	2545	109.199364	2801	129.30939	3830	10.74780347	10.95429751	10.68430373	10.90689018	11.23983556	11.36702487	11.1820247	11.30558892	NM_001270362,NM_001270363,NM_005053,NR_072976	5.888638848	0.128019989	5.888638848
ENSG00000179295	PTPN11	181.97356175760711	Q06124,Q06124-2	non-receptor type 11,protein tyrosine phosphatase	PTPN11	5781	11.18593638	30.799232	1983	30.393337	3309	27.178549	2347	21.926842	1709	3542.518728	1.12498E-4	2.04117284	0.246981717	3.07E-5	4.167913171	12.21532814	40.5529	2557	74.562539	4581	64.575331	5504	77.612438	7709	11.42310663	11.5650386	11.35380146	11.22744177	11.60012639	12.1395744	12.02978968	12.1796584	NM_001330437,NM_002834,NM_080601	7.312612412	0.140769359	7.312612412
ENSG00000180370	PAK2	1410.573328308495	Q13177	p21 (RAC1) activated kinase 2	PAK2	5062	11.32554714	28.67238	1963	28.870459	3199	28.850166	2550	28.895185	2509	3070.388349	0.001809288	1.392678398	0.14017567	6.51959E-4	3.409023443	11.8034639	40.796936	2706	53.886116	3362	41.024174	3582	53.12273	5357	11.36108194	11.48349378	11.36638538	11.48051887	11.59588488	11.80883693	11.59984957	11.79903635	NM_002577	6.994258752	0.068329866	6.994258752
ENSG00000183765	CHEK2	0.3711320743404486	O96017	checkpoint kinase 2	CHEK2	11200	5.543428525	1.177212	27	1.893676	68	2.147347	62	1.174497	34	79.35867507	7.01E-5	2.392648923	0.293689229	1.82E-5	4.285512022	6.808378971	3.401071	73	4.580481	93	4.124953	117	6.138947	201	5.64385735	6.02294499	6.01744594	5.71999597	6.30397029	6.52340142	6.46349368	6.77854243	NM_001005735,NM_001257387,NM_001349956,NM_007194,NM_145862	6.396053941	0.197770447	6.396053941
ENSG00000185386	MAPK11	NaN		mitogen-activated protein kinase 11	MAPK11	5600	5.159277633	0.675714	19	1.027224	46	0.889621	32	1.330837	46	26.22824067	0.009216215	-2.107193043	0.373874831	0.004025502	-2.8761564	4.063605644	0.405474	11	0.462816	12	0.521825	19	0.753264	31	4.57846852	4.94588676	4.74901894	5.12312337	4.26638813	4.3215962	4.39546355	4.57768194	NM_002751,NR_110887	4.634003959	0.236441746	-4.634003959
ENSG00000188130	MAPK12	NaN		mitogen-activated protein kinase 12	MAPK12	6300	6.912624445	3.773601	81	4.336436	150	4.879901	134	4.365504	118	133.4967907	0.143880517	1.215689803	0.167369054	0.09226753	1.683555885	7.194911497	5.861395	121	6.081329	118	5.721028	155	7.204374	226	6.81708101	7.02988549	7.0072411	7.02950254	7.09800697	7.10019623	7.07532941	7.24357171	NM_001303252,NM_002969	2.737749366	0.103109165	2.737749366
ENSG00000196396	PTPN1	560.9291721775753	P18031	non-receptor type 1,protein tyrosine phosphatase	PTPN1	5770	10.8374244	30.838069	1222	39.497825	2533	32.596249	1641	38.518724	1938	2469.963569	0.005494593	1.699658194	0.250529781	0.002254317	3.054505701	11.60278482	54.128008	2072	90.795414	3280	52.816614	2677	86.39107	5056	10.83319601	11.13810188	10.862154	11.11454976	11.22140523	11.64407416	11.20468363	11.6057875	NM_001278618,NM_002827	4.736164473	0.161599206	4.736164473
ENSG00000198793	MTOR	6.863849618357277	P42345	mechanistic target of rapamycin	MTOR	2475	9.776604703	6.231671	607	7.57958	1194	6.250925	786	7.467168	922	1065.833879	0.003045687	1.429741014	0.158810376	0.001163795	3.247607932	10.29296966	11.327666	1068	12.073493	1071	11.362966	1410	11.782027	1689	9.73956716	10.01667918	9.74211733	10.0004773	10.17887596	10.20576694	10.18065501	10.18690083	NM_004958	3.337363885	0.154722402	3.337363885
ENSG00000213341	CHUK	5.218629932884591	O15111	conserved helix-loop-helix ubiquitous kinase	CHUK	1147	8.631363367	6.915797	279	8.438297	551	6.095707	318	8.498774	435	546.6034781	0.002890793	1.756902959	0.249077193	0.001097787	3.264186885	9.444302116	12.018818	470	18.103085	666	12.533449	645	19.908138	1180	8.67286388	8.94631436	8.57770421	8.94887346	9.06457347	9.39466611	9.09936618	9.48121122	NM_001278,NM_001320928	4.276362932	0.190100504	4.276362932
ENSG00000213923	CSNK1E	6.144996262206817	P49674	casein kinase 1 epsilon	CSNK1E	1454	10.816527	51.669815	1609	41.704758	2102	45.055931	1812	40.703232	1607	1615.207751	0.004403126	-1.263782807	0.107971228	0.001759195	-3.128134684	10.47875585	42.657551	1287	40.028149	1136	44.784504	1779	37.752193	1732	10.81408273	10.75158666	10.69614236	10.72634825	10.58819241	10.50757384	10.62867692	10.46236081	NM_001894,NM_152221	6.740109774	0.050113598	-6.740109774
ENSG00000269335	IKBKG	NaN		inhibitor of nuclear factor kappa B kinase subunit gamma	IKBKG	8517	7.837762875	6.702305	167	7.391239	295	7.375656	241	6.767931	213	300.3513812	6.73E-6	1.620619981	0.144502613	1.43E-6	4.820299241	8.538892607	15.313877	363	12.850586	292	14.007514	440	12.330003	443	7.89544899	8.07641749	7.98209726	8.00738935	8.50671909	8.3412343	8.43368077	8.2899985	NM_001099856,NM_001099857,NM_001145255,NM_001321396,NM_001321397,NM_003639	9.376984617	0.074771343	9.376984617
